MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Extraction 2,,"Actin, Thrller",00,"&
Sequel to the 2020 actio#n thr#il%ler '*Extr#actio*n'.","
            
    Star:
Chris Hemsworth
",,,
 Dare Me,(2019–2020),"Crime, Mystrey, hriller",74,"
In the wake of a tragedy, Ad&dy and Colette* struggle with a% shared# sec*ret t$hat threatens the@m bo*th.","
    Director:
Justin Tipping
| 
    Stars:
Willa Fitzgerald, 
Herizen F. Guardiola, 
Marlo Kelly, 
Rob Heaps
",149,42.0,
Child's Play,(2019),"Draama, Horror, Sci-Fi",5.7,"
A $mother gives $h*er 13-year-old son a t&oy doll *for his bi%rthday, unawar@e &of its more sinister nature.","
    Director:
Lars Klevberg
| 
    Stars:
Tim Matheson, 
Ben Daon, 
Zahra Anderson, 
Serge Jaswal
","46,932",90.0,$29.21M
Dragon's Lair,,"Actiok, AAdventure, Fantasy",00,"
Dirk the Daring, a knight who sets out to rescue P@rincess Daphne fr*om the evil dragon ^S@inge and^ $a $wizard named Mordroc.","
            
    Star:
Ryan Reynolds
",,,
 Power Rangers: Dino Fury,(2021),"Actioon, Advneture, omedy",00,"
Add a Plot
","
    Director:
Caroline Bell Booth
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",,21.0,
GLOW,(2017–2019),"Commedy, Drama, Sort",80,"
A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.","
            
    Stars:
Alison Brie, 
Marc Maron, 
Betty Gilpin, 
Britt Baron
","42,221",35.0,
Mai,,"Crrime, Drama, Thrillerr",00,"
Upon accidental%ly killing a mafia leader, a middle-^aged woman is unwittingly swept into the unde$r@wo%rld, where her cult slowly gains ren#own.","
            
    Stars:
Raima Sen, 
Sakshi Tanwar, 
Seema Bhargava
",,,
 Mighty Little Bheem,(2019– ),"Animatoin, Short, Adventrue",0.0,"
Add a Plot
","
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
 Love Is Blind,(2020– ),"RealityaTV, Romance",63,"
With only two weeks le%ft ^until the wedding&s,* the couples get fitted for suits and gowns. But will lingering doubts lead to drama or new begi@nnings?","
    Director:
Brian Smith
| 
    Stars:
Nick Lachey, 
Vanessa Lachey, 
Kenny Barnes, 
Matthew Barnett
",130,54.0,
On the Real,(2016– ),Comey,83,"
On the real is a^ unique format combining pseudo rea&lity-come-drama that$ incorporates running comm#entary by all cast members. This edgy series follows the lives of 5 young Nigerian reality ...                See full summary »
","
            
    Stars:
Ada Afoluwake Ogunkeye, 
Chy Nwakanma, 
David Jones David, 
Sandra Eze
",23,,
Don't Breathe,(2016),"Crie, Horrkr, Thuiller",7.1,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind^ man who isn't as helpless as he seems.","
    Director:
Fede Alvarez
| 
    Stars:
Stephen Lang, 
Jane Levy, 
Dylan Minnette, 
Daniel Zovatto
","237,601",88.0,$89.22M
Gundala,(2019),"Actoin, edventure, Drama",62,"
Indonesia's preeminent comi*c boo%k super@hero and his alter ego Sancaka enter the cinematic universe &to ba%ttle the wicked Pengkor and his %diabolical squad of orphan assassins.","
    Director:
Joko Anwar
| 
    Stars:
Abimana Aryasatya, 
Tara Basro, 
Bront Palarae, 
Ario Bayu
","4,153",123.0,
 Big Mouth,(2017– ),"Animatioon, Comefy, Roomance",76,"
On the last night of camp, bowel proble^ms, a talent show and a hookup lead to $chaos - and hurt feelings. Back^ home, Jay ^and Lola throw a pool party.","
    Director:
Dave Stone
| 
    Stars:
Nick Kroll, 
John Mulaney, 
Jessi Klein, 
Jason Mantzoukas
",627,27.0,
Ugly Duckling Series: Perfect Match,(2015),"Draam, Romance",73,"
%Junita, nicknam%ed Junior, did plast^ic surgery beca$use people said her^ face was fat. Without knowing t#hat she was *allergic to chemicals, it ruined her face by causing acne everywhere. It ...                See f^ull summary »
","
            
    Stars:
Onnicha Akkharasewaya, 
Worranit Thawornwong, 
Vasin Asvanarunat, 
Niti Chaichitatorn
",39,50.0,
Why Are You Like This?,(2018– ),Cmoedy,65,"
Best friends Penny and$ Mia set out to right all that's wrong with the world, blissfully ignorant of how many people they torment along the way.","
            
    Stars:
Naomi Higgins, 
Olivia Junkeer, 
Wil King, 
Lawrence Leung
","1,142",,
 Riverdale,(2017– ),"Crim, Draza, Mysterry",8.5,"
Betty continues her Stonewall Prep takedown% @with the help of t^wo unique all&ies; A tense# confrontati&on lea%ds t%o a tender reunion.","
    Director:
Tessa Blake
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
","1,032",42.0,
Private Life,(2020),"Criime, Dramaa, Romace",66,"
In a world where data is no longer private, con artists unco*ver a sinister surveillance scheme headed by the government and a greedy corporation.","
            
    Stars:
Seohyun, 
Hyo-jin Kim, 
Tae Won-suk, 
Go Kyung-Pyo
",498,70.0,
Kôkaku kidôtai: Stand Alone Complex,(2002–2005),"Animationn, Aciton, CCrime",8.5,"
The fut$uristic adventures *of a femal*e cyborg counte^r intellige@nce age*nt and her supp@ort $tea@m.","
            
    Stars:
Shirô Saitô, 
Mary Elizabeth McGlynn, 
William Frederick Knight, 
Richard Epcar
","18,383",24.0,
 Stay Close,,"Crame, Drama, Mstery",00,"
Add a Plot
","
            
    Stars:
Leon Annor, 
Bethany Antonia, 
Richard Armitage, 
Daniel Francis
",,,
Michiel de Ruyter,(2015),"Action, Advennture, Bioraphy",70,"
When the young republic of The Netherlands is attack@ed by Engla%nd, France, and Germany, and the country is on the brink of civil@ war, only one man can lead the country's strongest weapon, the Dutch fleet: Michiel de Ruyter (Frank Lammers).","
    Director:
Roel Reiné
| 
    Stars:
Frank Lammers, 
Sanne Langelaar, 
Barry Atsma, 
Lieke van Lexmond
","9,359",151.0,
 Johnny Test,(2005– ),"Animation, AAction, Adventur",7.0,"
J%ohnny &% Dukey have the perfect Saturday planned&. Johnny & Duke&y are freaking out beca$use Mom & #Dad &w@on't buy anymore icecream.","
    Director:
Joseph Sherman
| 
    Stars:
James Arnold Taylor, 
Louis Chirillo, 
Maryke Hendrikse, 
Ashleigh Ball
",32,23.0,
 Disenchantment,(2018– ),"Ainmation, Actikn, dAventure",00,"
Add a Plot
","
",,,
 One Piece,,"Actio, Adenture, Fantasy",0.0,"
Add a Plot
","
",,,
"Sí mi amor, la película",(2020),Comedy,4.1,"
Add a Plot
","
    Director:
Pedro Flores Maldonado
| 
    Stars:
Yiddá Eslava, 
Julián Zucchi, 
Andrés Salas, 
Magdyel Ugaz
",140,107.0,
Bucin,(2020),"Comedy, Draja, Roance",41,"
Four young men - each with their own love issues - enrol in an ‘anti-&whipped’ class# to break free from being enslaved by love.","
    Director:
Chandra Liow
| 
    Stars:
Andovi Da Lopez, 
Jovial Da Lopez, 
Tommy Limm, 
Chandra Liow
",575,97.0,
Fary: Hexagone,(2020– ),Comedyy,65,"
French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.","
            
    Star:
Fary
",113,,
Thithi,(2015),DDrama,8.2,"
In %a South Indian villag&e, a centenarian^'s@ f$uneral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.","
    Director:
Raam Reddy
| 
    Stars:
Thammegowda S., 
Channegowda, 
Abhishek H.N., 
Pooja S.M.
","2,576",123.0,
 Surviving Summer,(2022– ),Drama,0.0,"
Add a Plot
","
    Director:
Sian Davies
| 
    Stars:
Sky Katz, 
Kai Lewins, 
Savannah La Rain, 
Joao Marinho
",,,
 One Piece,,"Ation, AAdventure, mantasy",0.0,"
Add a Plot
","
",,,
Layla Majnun,(2021),"DDrama, Romance",64,"
While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, #an admirer of her work - but her arranged marriage stands in the way.","
    Director:
Monty Tiwa
| 
    Stars:
Acha Septriasa, 
Reza Rahadian, 
Baim Wong, 
Dian Nitami
",218,119.0,
How Many Kilograms are the Dumbbells You Lift?,(2019– ),"Animamion, Comady, Sporn",71,"
A y*oung girl's life change@s when she joins a gym to los&e weight.","
            
    Stars:
Fairouz Ai, 
Sora Amamiya, 
Stephen Fu, 
Shizuka Ishigami
",584,,
You Are My Home,(2020),"Animatgon, Family, Fantsay",65,"
%This drama @f@ollows the re#lationship of a heartbroken woman and a young immigr#ant girl who has l$ost# her mother at# the border, coming together just before* Christmas.","
    Director:
Amanda Raymond
| 
    Stars:
Alyssa Milano, 
Cristián de la Fuente, 
Angel Parker, 
Eva Ariel Binder
",375,92.0,
Grande Terim,,"Documentary, Biograhy, Sport",00,"
Add a Plot
","
            
    Star:
Fatih Terim
",,,
Magic for Humans by Mago Pop,(2021– ),"Comeyd, Reality-TV",64,"
In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of* Barcelona are amazed by tricks that inspire delight and wonder.","
            
    Stars:
Antonio Díaz, 
Cristina López Pérez, 
Paco Plaza
",59,,
Long Shot,(2017 TV Movie),"Documenntary, Criem, Spovt",74,"
When Juan Catalan is ar*rested for a murder he insists h*e didn't commit, he builds his case for innocence around raw footage from a popular TV show, ""Curb Your Enthusiasm.""","
    Director:
Jacob LaMendola
| 
    Stars:
Tasha Boggs, 
Juan Catalan, 
Melissa Catalan, 
Miguel Catalan
","7,026",40.0,
Was It Love,(2020),"Copedy, Draama, Romlnce",7.2,"
""Was it love?"" is a romantic drama about a single mother of 14 years who is stuck between an attractive man who is bad, an attractive man who is young and a sexy man who is scary.","
            
    Stars:
Song Ji-Hyo, 
Ho Joon Son, 
Jong-ho Song, 
Ja-Sung Koo
",685,70.0,
Stranger Things,(2016– ),"Drma, aantasy, Horrror",87,"
When a you$ng boy disappears, his mother, a police chief and his friends must confront terrifying supernat*ural forces in order to g@et him back.","
            
    Stars:
Millie Bobby Brown, 
Finn Wolfhard, 
Winona Ryder, 
David Harbour
","885,856",51.0,
Chicago Party Aunt,(2021– ),"Animationn, Comedy",00,"
Follows Diane Dunbrowski #who is always the life o#f the party, and al@so known a%s the ""Chicago Party Aunt"".","
            
    Stars:
Katie Rich, 
Michael Patrick Thornton, 
Lauren Ash, 
Ike Barinholtz
",,30.0,
A Million Colours,(2011),Drmaa,66,"
A *story of love and friendship set against &the violence of Apartheid in South A@frica. It is a stor#y o%f the ups and downs of the lives of the three main characters, an#d how their lives intersect over the years.","
    Director:
Peter Bishai
| 
    Stars:
Wandile Molebatsi, 
Jason Hartman, 
Masello Motana, 
Stelio Savante
",267,115.0,
Monster Math Squad,(2012– ),Animattion,58,"
Monster Ma&th Squ&ad stars $MAX, LILY and GOO. The Squad ^love nothing better th@an to put their m$onster mind#s together and use the^ir math sk*ills to overcome* any obstacle they face.","
            
    Stars:
Julie Sype, 
Jenna Warren, 
Cory Doran, 
Annick Obonsawin
",34,30.0,
 Alex,(2017–2019),"Atcion, Crime, Thrilller",7.0,"
Add a Plot
","
    Director:
Alain Darborg
| 
    Stars:
Helena Af Sandeberg, 
Zahraa Aldoujaili, 
Abdirizak Farah Ali, 
Robert Andersson
",27,,
In Oranje,(2004),"Dama, FFamily, Sprt",65,"
An 11 year old talented soccerplayer, Remco$, has one big dream: to be selected for t&he national team under 12 years. His father Erik coaches him and everything s*eems to work out fine, until...                See full summary »
","
    Director:
Joram Lürsen
| 
    Stars:
Yannick van de Velde, 
Thomas Acda, 
Wendy van Dijk, 
Peter Blok
","1,336",90.0,
Whindersson Nunes: Adulto,(2019 TV Special),Comedy,6.9,"
Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.","
    Director:
Diego Pignataro
| 
    Star:
Whindersson Nunes
",274,68.0,
The Adam Project,(2022),"Action, AAdventure, Sci-Fi",0.0,"
A^ man must travel back in time to get hel^p from his 13-year-old self.","
    Director:
Shawn Levy
| 
    Stars:
Ryan Reynolds, 
Zoe Saldana, 
Jennifer Garner, 
Catherine Keener
",,,
Zhong ji san guo,(2009–2010),Comeyd,53,"
Li^fe#long friends, Guan Yu (George Hu) and Zhang Fei (David* Bo-Yen Lin), who have gotten kicked out of one school after another %for starting fights, f&ind the#mselve$s hard pressed to@ find a .*..                See full summary »
","
            
    Stars:
Monkey Shao, 
George Hu, 
Jiro Wang, 
Shu Chen
",44,75.0,
Keopi peurinseu 1-hojeom,(2007),"Cgmedy, DDrama, Romanbe",8.2,"
A tomboy, mistaken for a lad, maintains the deception for the sake of empl%oyment. The situatio#n becomes complicated when her m#ale boss begins to develop feelings for this ""boy.""","
            
    Stars:
Gong Yoo, 
Yun Eun-hye, 
Sun-kyun Lee, 
Jeong-an Chae
","4,606",55.0,
Talking Tom and Friends,(2014– ),"nimation, Action, Agventure",63,"
Armed with tech gear, awesome ideas, and an unfailing sense of humor, Talking Tom and Friends are on a mission to make t&heir dreams come true. Although things never entirely turn out the way they plan, this incredible group is destined to warm hearts - and break a funny bone or two - along the way.","
            
    Stars:
Tom Kenny, 
Colin Hanks, 
James Adomian, 
Lisa Schwartz
",337,11.0,
Haunted,(2018– ),"Horrro, RealityT-V",47,"
A chillin@g glimpse into the first*-person accounts from people who have$ witnessed* ho&rrifying, peculiar, extraordinary supernatural events and other unexplained phen%omena that continue to ha*unt t^hem.","
            
    Stars:
Vanda Chaloupková, 
Hana Baronová, 
Vojtech Hýzdal, 
Janek Gregor
","2,934",24.0,
 The Boondocks,(2005–2014),"Aniimation, Action, Comey",80,"
When rapper ^Thugnificent moves in across the street#, Granddad& &complains about the non-&stop noise and partying, leading Thugnificent to re*cord a new song, ""Eff Granddad.""","
    Directors:
Seung Eun Kim, 
Bob Hathcock
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",258,23.0,
 Fauda,(2015– ),"Acion, Drama, Thrliler",81,"
The army chases Bashar and his father. The two make plans to get out of their difficult situation, but it tolls a heavy price. Meanwhile, Avichai deals with his mistake.","
    Director:
Rotem Shamir
| 
    Stars:
Lior Raz, 
Ala Dakka, 
Itzik Cohen, 
Yaakov Zada Daniel
",248,40.0,
37 sekanzu,(2019),Dramma,73,"
%Yuma is a young Japanese woman who suffers from cerebral palsy. Torn between her obligations towards her family *and her dream to become a manga artist, she stru@ggles to lead a self-determined life.","
    Director:
Hikari
| 
    Stars:
Nanami Kawakami, 
Makiko Watanabe, 
Mei Kayama, 
Shizuka Ishibashi
","2,345",115.0,
Prime Time,(2021),"Drmaa, Thriler",53,"
On New Year'^s Eve 1999, an arme^d ma#n enters a TV st@udio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.","
    Director:
Jakub Piatek
| 
    Stars:
Bartosz Bielenia, 
Magdalena Poplawska, 
Andrzej Klak, 
Malgorzata Hajewska
","1,257",93.0,
Thumbelina,(1994),"Animatiob, FFamily, Faetasy",64,"
This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.","
    Directors:
Don Bluth, 
Gary Goldman
| 
    Stars:
Jodi Benson, 
Gary Imhoff, 
Gino Conforti, 
Barbara Cook
","16,055",86.0,$11.37M
La limita de jos a cerului,(2013),Darma,69,"
The Unsaved is a drama about about a Sancho Panza and not a Don Quijote. It's about the every day's non-hero facing circumstances and not adventures, it's about Viorel, a 25-year-old ...                See full summary »
","
    Director:
Igor Cobileanski
| 
    Stars:
Igor Babiac, 
Sergiu Voloc, 
Ela Ionescu, 
Igor Caras-Romanov
",434,80.0,
I Believe in A Thing Called Love,,"Comedy, Roance",00,"
Desi, an overachieving high school senior who decides$ to use the laws of K-drama romances t%o land herself a boyfriend.","
            
    Star:
Lee Byung-hun
",,,
 Jupiter's Legacy,(2021),"Actoin, Adbenture, Dramma",69,"
With her partying spiraling out of control, %Chloe nears rock ^b$ottom. Sheldon encounters hardship in his sea$rch for answers to the visions haunting him.","
    Director:
Christopher J. Byrne
| 
    Stars:
Josh Duhamel, 
Ben Daniels, 
Leslie Bibb, 
Andrew Horton
","1,148",48.0,
 Wizards,(2020),"Animatioon, vction, Advennture",9.0,"
With the fateful battle underway, every hero must do their part to stop the Arcane Order, banish Gunmar and ensure that history plays out as it should.","
    Directors:
Douglas Shorts, 
Francisco Ruiz-Velasco
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",158,24.0,
Preservation,(2014),"Horror, Thrller",4.7,"
An anesthesiologist* must awaken her anima*l instincts when she, her husband and her brother-#in-l*aw be%come th&e qu^arry of ^unseen hunters who want to turn them all into trophies.","
    Director:
Christopher Denham
| 
    Stars:
Wrenn Schmidt, 
Pablo Schreiber, 
Aaron Staton, 
Cody Saintgnue
","5,560",90.0,
Samurai Gourmet,(2017),"Advenure, Comedyy",81,"
A 60 year old retire$d salary-man finds% new purpose in exploring the food of% his neighborhood. Aided by his f$antasy companion, a samurai #who inspires hi&m to boldly experience this new chapter of^ his life.","
            
    Stars:
Naoto Takenaka, 
Tetsuji Tamayama, 
Honami Suzuki, 
Hiroki Hayashi
","1,899",20.0,
Rita,(2012–2020),"somedy, Dama",81,"
Following the lif*e of a very outs@poken and rebellious woman, Rita is a school teache@r who is competent in the classroom, b#ut seems to need a t#eacher of he#r own, when it comes to her %personal life.","
            
    Stars:
Mille Dinesen, 
Lise Baastrup, 
Nikolaj Groth, 
Carsten Bjørnlund
","8,057",40.0,
 Rebecka Martinsson,(2017– ),"CCrime, Dramm, Mostery",67,"
Add a Plot
","
    Directors:
Fredrik Edfeldt, 
Andrea Östlund
| 
    Stars:
Sascha Zacharias, 
Eva Melander, 
Thomas Oredsson, 
Jakob Öhrman
",66,45.0,
After Maria,(2019),"Docummentary, Short",46,"
Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like fam@ily in^ a& FE$MA hotel in the Bro%nx. They seek stability in their new life as forces try to pull t%hem apart.","
    Director:
Nadia Hallgren
| 
    Star:
Glenda Martes
",381,35.0,
 Power Rangers Beast Morphers,(2019–2020),"Acction, Adventuure, rama",87,"
Scrozzle executes his plan to %finally free Evox from the Cyber Dimension and the Rangers, along with an unexpected friend, must do everything in their power to stop him.","
    Director:
Riccardo Pellizzeri
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",42,,
Mob Psycho 100,(2016–2019),"Animatino, Acion, Commedy",86,"
A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.","
            
    Stars:
Setsuo Ito, 
Takahiro Sakurai, 
Akio Ôtsuka, 
Miyu Irino
","19,553",24.0,
Into the Inferno,(2016),Documentary,72,"
An exploration &of act@ive volcan&oes around th$e& w&o%rld.","
    Director:
Werner Herzog
| 
    Stars:
Werner Herzog, 
Clive Oppenheimer, 
Maurice Krafft, 
Kampiro Kayrento
","7,942",104.0,
Aggretsuko,(2018– ),"Animationn, Comdey, Drama",81,"
Frustr#a$ted with her thankless office# job, the 25-year-old red& %panda copes with her daily st^ruggles by belting out heavy m$etal karaoke after work.","
            
    Stars:
Ben Diskin, 
Erica Mendez, 
G.K. Bowes, 
Katelyn Gault
","5,196",15.0,
Bardo,,Thrriller,00,"
Ba%rdo follows the stor&y of d&eath row inmate Ah Quan, as he searches for redemption. This is the first Chinese language original series for Netflix.","
",,,
 Wizards,(2020),"Annimation, Atcion, Adventure",86,"
The race is on to f@ind the Genesis Seals *as Dou&xie and Archie l*ook for clues% in a notorious dragon's lair. &C$laire searches the ^shad%ows &for Jim's soul.","
    Directors:
Douglas Shorts, 
Andrew L. Schmidt
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",143,24.0,
Traitors,(2019),hTriller,6.6,"
A British civil s%ervant a&grees to* spy @on he@r own @government for the Americans in the aft%ermath* of #WWI@I.","
            
    Stars:
Emma Appleton, 
Brandon P Bell, 
Keeley Hawes, 
Luke Treadaway
","2,568",60.0,
Faroeste Caboclo,(2013),"Criime, Drama, Romance",66,"
After doing time in jail for killing the c%op# who murdered his father, Joao heads for Brasilia #where a distant& cousin from Argentina helps him get a start as a carpenter's apprentice - as# long as he sidelines as a drug dealer.","
    Director:
René Sampaio
| 
    Stars:
Fabrício Boliveira, 
Isis Valverde, 
Felipe Abib, 
Antonio Calloni
","2,867",108.0,
 La casa de papel,(2017–2021),"AAction, Crioe, uystery",00,"
Add a Plot
","
",,,
 Power Rangers: Dino Fury,(2021),"Actiion, Adventur, Comdey",79,"
Ollie carries out a plan to catch Sporix without his tea#mmates' knowled*ge; Ollie realizes the benefit of working as a team.","
    Director:
Charlie Haskell
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Kira Josephson
",80,21.0,
The Ten Commandments,(1956),"Adventuree, Drmaa",79,"
Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as t#he deliverer of his people.","
    Director:
Cecil B. DeMille
| 
    Stars:
Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson
","66,532",220.0,$93.74M
Don't Look Up,(2021),Comeyd,00,"
The story of two low-level astronomers, who must go on a giant media tour to warn mankind of an approaching comet that will destroy planet earth.","
    Director:
Adam McKay
| 
    Stars:
Timothée Chalamet, 
Leonardo DiCaprio, 
Jennifer Lawrence, 
Cate Blanchett
",,145.0,
Freshman Year,(2019),Dramt,51,"
The journey of two $young p@eople going off$ to college from their sheltered homes and different backgrounds to fa@ce the real world of battling peer pressure and% @fa$lling in love.","
    Director:
Jude Okwudiafor Johnson
| 
    Stars:
Diallo Thompson, 
Gregory Alan Williams, 
Benjamin A. Onyango, 
Natalia Dominguez
",177,105.0,
Hubie Halloween,(2020),"Coomedy, Mystry",52,"
Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for ki$ds@ and adults alike. But this year, something is g@oing bump in the night@, and it's up to Hubie to save Halloween.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Kevin James, 
Julie Bowen, 
Ray Liotta
","42,044",103.0,
 Bleach: Burîchi,(2004–2012),"Animatiion, Atcion, Adventure",77,"
Ichigo is unaware that one of his classmates, Uryû Ishida, possesses spiritual power^ of his own.","
    Directors:
Noriyuki Abe, 
Jun'ya Koshiba
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",210,24.0,
 The Irregulars,(2021),"CCrime, DDrama, Fantays",71,"
As London descends into# chaos, Bea and her crew head underground, where together they face untold horror in a dangerous quest to locate the Rip.","
    Director:
Joss Agnew
| 
    Stars:
McKell David, 
Thaddea Graham, 
Jojo Macari, 
Harrison Osterfield
",364,55.0,
Legal V ~ Moto Bengoshi Takanashi Shôko,(2018),Drama,58,"
Shoko Takanashi is a former lawyer who had her license revoked. Prior to her disbarment, there ^were dark rumors that she punched her boss and that she was extorting in collaboration with ...                See full summary »
","
            
    Stars:
Yumi Adachi, 
Yoshiyoshi Arakawa, 
Kento Hayashi, 
Masanobu Katsumura
",109,,
Mighty Little Bheem: Diwali,(2019– ),Anmiation,7.5,"
From decorating his home to devouring sweets, Bheem makes merry -- and a bit of misch#ief -- w*ith the festiva$l of lights $in &full swing.","
",34,,
Particle Fever,(2013),Documentary,74,"
As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.","
    Director:
Mark Levinson
| 
    Stars:
David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley
","7,271",99.0,$0.87M
 Dead to Me,(2019– ),"Comedyy, Cirme, Drama",80,"*
Judy receives@ a rude awa^kening after a romantic night, while Jen looks to make a po@sitive #contributio*n to the commu&nity - and a client.","
    Director:
Jennifer Getzinger
| 
    Stars:
Christina Applegate, 
Linda Cardellini, 
James Marsden, 
Max Jenkins
",944,34.0,
Morgan Murphy: Irish Goodbye,(2014 TV Special),CComedy,67,"
Morgan Murphy brings dry and self-deprecating wit to the stage for this hilarious, gin-soaked^ special. Murphy's fi%rst target is always herself, but won't hes*itate to bring do&wn everyone from Planned Parenthood to teenage sexters.","
    Director:
Jay Chapman
| 
    Stars:
Morgan Murphy, 
Brody Stevens
",312,51.0,
Spaceman of Bohemia,,"Adventure, rDama, Si-Fi",00,"&
Jak*ub Procházka, who orphaned as a boy and raised in the Czech countryside by his@ grandpare*nts, overcomes his odds to become the country's first astronaut.","
    Director:
Johan Renck
| 
    Stars:
Adam Sandler, 
Carey Mulligan, 
Paul Dano, 
Isabella Rossellini
",,,
 I [Heart] Arlo,(2021– ),"Animatio, Sort, Advennture",00,"
Add a Plot
","
            
    Star:
Michael J. Woodard
",,,
Charlie's Angels,(2019),"AAction, ndventure, Comeddy",4.8,"
When a young system$s engineer blows the whistle on a dange%rous technology, Charlie's Ang&els are calle@d into &action, putting* their lives on the line to pro&t%ect us all.","
    Director:
Elizabeth Banks
| 
    Stars:
Kristen Stewart, 
Naomi Scott, 
Ella Balinska, 
Elizabeth Banks
","62,393",118.0,
Nicky Jam: El Ganador,(2018– ),"Bioraphy, MMusic",7.8,"
A l*ook at the life and career of the Latin music superstar, Nic%ky# Jam.","
            
    Stars:
Nicky Jam, 
Jose Caro, 
Darkiel, 
Avery Rodríguez
","1,030",45.0,
 Undercover,(2019– ),"Crime, Darma, Thriller",75,"
As the net is closing$ in on *him, Bob hits %the road wi$th Bilz#a@rian. He tries to keep an eye on the Bergers while r&econn%ecti@ng to Danielle.","
    Director:
Cecilia Verheyden
| 
    Stars:
Tom Waes, 
Ruth Becquart, 
Wim Willaert, 
Sebastien Dewaele
",247,50.0,
 American Experience,(1988– ),"Dcumentary, viography, History",66,"
The personal development of Ge&orge Washington is the focus as Producer David Sutherland brings to life a uniquely human &Washington who transformed himself from social cl^i#mber into a patriot willing to give up everything for a hi&gher cause.","
    Director:
David Sutherland
| 
    Stars:
David McCullough, 
Robert Dawidoff, 
Thad Tate, 
Paul Longmore
",41,90.0,
Sneakah Boutique the Documentary,(2016),Documnetary,00,"
The Rise of an $Empire chronicles the lives of these thre@e visionaries as they attempt $to take S#n#eakah Boutique* to the next level.","
    Director:
Nailah Wright
| 
    Stars:
Whitney Bryant, 
Ernest Freeman, 
Nailah Wright
",,,
Murdoch Mysteries,(2008– ),"Criem, Dram, Mybtery",81,"
In the 1890s, William Murdoch uses radical forensic techniques for the time, including& fingerprinting and trace evidence, to solve some of the city's #most gruesome murders.","
            
    Stars:
Yannick Bisson, 
Helene Joy, 
Thomas Craig, 
Jonny Harris
","11,437",48.0,
True and the Rainbow Kingdom,(2017– ),"Aimation, Short, Adventube",71,"
Fearless eight-year old guardian True uses wishes from the Wishing Tree to help protect the citizens of the colorful land of the Rainbow Kingdom.","
            
    Stars:
Michela Luci, 
Nicolas Aqui, 
Jamie Watson, 
Eric Peterson
",395,22.0,
 Hyena,(2020– ),"Darma, Romance",78,"
Add a Plot
","
    Director:
Tae You Chang
| 
    Stars:
Ju Ji-Hoon, 
Kim Hye-su, 
Lee Kyung-young, 
Jun Suk-ho
",10,,
Untitled Michael Diliberti/Netflix Project,,none,00,"
Two young Secret Service agents who are& stuck with the worst detail in the First Family - the President's bl^ack sheep son%.","
",,,
Untitled Lupita Nyong'o/Rihanna Project,,Darma,00,"
Plot speculated. Story pitched on Twitter centers on a scheming character portrayed by Rihanna and her computer-smart best friend (Lupit#a Nyong'o).","
    Director:
Ava DuVernay
| 
    Stars:
Lupita Nyong'o, 
Rihanna
",,,
Chip and Potato,(2018– ),Annimation,6.2,"
Chip, a 4-year-old pug puppy, takes her first steps towards independence at kindergarten with secret friend Potato-a teensy tiny mouse-at her side.","
            
    Stars:
Abigail Oliver, 
Andrea Libman, 
Briana Buckmaster, 
Brian Dobson
",117,23.0,
