MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Chicago Party Aunt,(2021– ),"Animation, Comedy  ",0.0  ,"""Follows Diane Dunbrowski who is always the life of the party and also known as the Chicago Party Aunt""","
            
    Stars:
Katie Rich, 
Michael Patrick Thornton, 
Lauren Ash, 
Ike Barinholtz
",,30.0,
A Million Colours,(2011),Drama  ,10.0  ,"""A story of love and friendship set against the violence of Apartheid in South Africa It is a story of the ups and downs of the lives of the three main characters and how their lives intersect over the years""","
    Director:
Peter Bishai
| 
    Stars:
Wandile Molebatsi, 
Jason Hartman, 
Masello Motana, 
Stelio Savante
",267,115.0,
Monster Math Squad,(2012– ),Animation,10.0,"""Monster Math Squad stars MAX LILY and GOO The Squad love nothing better than to put their monster minds together and use their math skills to overcome any obstacle they face""","
            
    Stars:
Julie Sype, 
Jenna Warren, 
Cory Doran, 
Annick Obonsawin
",34,30.0,
 Alex,(2017–2019),"Action, Crime, Thriller  ",7.0  ,Add a Plot  ,"
    Director:
Alain Darborg
| 
    Stars:
Helena Af Sandeberg, 
Zahraa Aldoujaili, 
Abdirizak Farah Ali, 
Robert Andersson
",27,,
In Oranje,(2004),"Drama, Family, Sport  ",10.0  ,An 11 year old talented soccerplayer Remco has one big dream to be selected for the national team under 12 years His father Erik coaches him and everything seems to work out fine until See full summary  ,"
    Director:
Joram Lürsen
| 
    Stars:
Yannick van de Velde, 
Thomas Acda, 
Wendy van Dijk, 
Peter Blok
","1,336",90.0,
Whindersson Nunes: Adulto,(2019 TV Special),Comedy  ,6.9  ,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs  ,"
    Director:
Diego Pignataro
| 
    Star:
Whindersson Nunes
",274,68.0,
The Adam Project,(2022),"Action, Adventure, Sci-Fi  ",0.0  ,A man must travel back in time to get help from his 13 year old self  ,"
    Director:
Shawn Levy
| 
    Stars:
Ryan Reynolds, 
Zoe Saldana, 
Jennifer Garner, 
Catherine Keener
",,,
Zhong ji san guo,(2009–2010),Comedy,10.0,Lifelong friends Guan Yu George Hu and Zhang Fei David Bo Yen Lin who have gotten kicked out of one school after another for starting fights find themselves hard pressed to find a See full summary,"
            
    Stars:
Monkey Shao, 
George Hu, 
Jiro Wang, 
Shu Chen
",44,75.0,
Keopi peurinseu 1-hojeom,(2007),"Comedy, Drama, Romance  ",8.2  ,A tomboy mistaken for a lad maintains the deception for the sake of employment The situation becomes complicated when her male boss begins to develop feelings for this boy  ,"
            
    Stars:
Gong Yoo, 
Yun Eun-hye, 
Sun-kyun Lee, 
Jeong-an Chae
","4,606",55.0,
Talking Tom and Friends,(2014– ),"Animation, Action, Adventure  ",6.3  ,Armed with tech gear awesome ideas and an unfailing sense of humor Talking Tom and Friends are on a mission to make their dreams come true Although things never entirely turn out the way they plan this incredible group is destined to warm hearts and break a funny bone or two along the way  ,"
            
    Stars:
Tom Kenny, 
Colin Hanks, 
James Adomian, 
Lisa Schwartz
",337,11.0,
Haunted,(2018– ),"Horror, Reality TV  ",4.7  ,A chilling glimpse into the first person accounts from people who have witnessed horrifying peculiar extraordinary supernatural events and other unexplained phenomena that continue to haunt them  ,"
            
    Stars:
Vanda Chaloupková, 
Hana Baronová, 
Vojtech Hýzdal, 
Janek Gregor
","2,934",24.0,
 The Boondocks,(2005–2014),"Animation, Action, Comedy  ",8.0  ,When rapper Thugnificent moves in across the street Granddad complains about the nonstop noise and partying leading Thugnificent to record a new song Eff Granddad  ,"
    Directors:
Seung Eun Kim, 
Bob Hathcock
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",258,23.0,
 Fauda,(2015– ),"Action, Drama, Thriller",8.1,The army chases Bashar and his father The two make plans to get out of their difficult situation but it tolls a heavy price Meanwhile Avichai deals with his mistake,"
    Director:
Rotem Shamir
| 
    Stars:
Lior Raz, 
Ala Dakka, 
Itzik Cohen, 
Yaakov Zada Daniel
",248,40.0,
37 sekanzu,(2019),Drama  ,10.0  ,Yuma is a young Japanese woman who suffers from cerebral palsy Torn between her obligations towards her family and her dream to become a manga artist she struggles to lead a selfdetermined life  ,"
    Director:
Hikari
| 
    Stars:
Nanami Kawakami, 
Makiko Watanabe, 
Mei Kayama, 
Shizuka Ishibashi
","2,345",115.0,
Prime Time,(2021),"Drama, Thriller  ",10.0  ,On New Years Eve 1999 an armed man enters a TV studio during a broadcast takes the host hostage and makes one demand to give a message live on air  ,"
    Director:
Jakub Piatek
| 
    Stars:
Bartosz Bielenia, 
Magdalena Poplawska, 
Andrzej Klak, 
Malgorzata Hajewska
","1,257",93.0,
Thumbelina,(1994),"Animation, Family, Fantasy  ",10.0  ,This retelling of the Hans Christian Andersen classic fairy tale has the digitsized heroine evading the clutches of various toads moles and beetles before she can proceed with her courtship with her dream lover Prince Cornelius  ,"
    Directors:
Don Bluth, 
Gary Goldman
| 
    Stars:
Jodi Benson, 
Gary Imhoff, 
Gino Conforti, 
Barbara Cook
","16,055",86.0,$11.37M
La limita de jos a cerului,(2013),Drama  ,10.0  ,The Unsaved is a drama about about a Sancho Panza and not a Don Quijote Its about the every days nonhero facing circumstances and not adventures its about Viorel a 25yearold See full summary  ,"
    Director:
Igor Cobileanski
| 
    Stars:
Igor Babiac, 
Sergiu Voloc, 
Ela Ionescu, 
Igor Caras-Romanov
",434,80.0,
I Believe in A Thing Called Love,,"Comedy, Romance",0.0,Desi an overachieving high school senior who decides to use the laws of Kdrama romances to land herself a boyfriend,"
            
    Star:
Lee Byung-hun
",,,
 Jupiter's Legacy,(2021),"Action, Adventure, Drama  ",10.0  ,With her partying spiraling out of control Chloe nears rock bottom Sheldon encounters hardship in his search for answers to the visions haunting him.  ,"
    Director:
Christopher J. Byrne
| 
    Stars:
Josh Duhamel, 
Ben Daniels, 
Leslie Bibb, 
Andrew Horton
","1,148",48.0,
 Wizards,(2020),"Animation, Fiction, Adventure  ",9.0  ,With the fateful battle underway every hero must do their part to stop the Arcane Order banish Gunmar and ensure that history plays out as it should.  ,"
    Directors:
Douglas Shorts, 
Francisco Ruiz-Velasco
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",158,24.0,
Preservation,(2014),"Horror, Thriller  ",4.7  ,An anesthesiologist must awaken her animal instincts when she her husband and her brother in law become the quarry of unseen hunters who want to turn them all into trophies.  ,"
    Director:
Christopher Denham
| 
    Stars:
Wrenn Schmidt, 
Pablo Schreiber, 
Aaron Staton, 
Cody Saintgnue
","5,560",90.0,
Samurai Gourmet,(2017),"Adventure, Comedy  ",10.0  ,A 60 year old retired salary man finds new purpose in exploring the food of his neighborhood Aided by his fantasy companion a samurai who inspires him to boldly experience this new chapter of his life.  ,"
            
    Stars:
Naoto Takenaka, 
Tetsuji Tamayama, 
Honami Suzuki, 
Hiroki Hayashi
","1,899",20.0,
Rita,(2012–2020),"Comedy, Drama",10.0,Following the life of a very outspoken and rebellious woman Rita is a school teacher who is competent in the classroom but seems to need a teacher of her own when it comes to her personal life.,"
            
    Stars:
Mille Dinesen, 
Lise Baastrup, 
Nikolaj Groth, 
Carsten Bjørnlund
","8,057",40.0,
 Rebecka Martinsson,(2017– ),"Crime, Drama, Mystery  ",10.0  ,Add a Plot  ,"
    Directors:
Fredrik Edfeldt, 
Andrea Östlund
| 
    Stars:
Sascha Zacharias, 
Eva Melander, 
Thomas Oredsson, 
Jakob Öhrman
",66,45.0,
After Maria,(2019),"Documentary, Short  ",10.0  ,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx They seek stability in their new life as forces try to pull them apart  ,"
    Director:
Nadia Hallgren
| 
    Star:
Glenda Martes
",381,35.0,
 Power Rangers Beast Morphers,(2019–2020),"Action, Adventure, Drama  ",10.0  ,Scrozzle executes his plan to finally free Evox from the Cyber Dimension and the Rangers along with an unexpected friend must do everything in their power to stop him  ,"
    Director:
Riccardo Pellizzeri
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",42,,
Mob Psycho 100,(2016–2019),"Animation, Action, Comedy  ",10.0  ,A psychic middle school boy tries to live a normal life and keep his growing powers under control even though he constantly gets into trouble  ,"
            
    Stars:
Setsuo Ito, 
Takahiro Sakurai, 
Akio Ôtsuka, 
Miyu Irino
","19,553",24.0,
Into the Inferno,(2016),Documentary,10.0,An exploration of active volcanoes around the world,"
    Director:
Werner Herzog
| 
    Stars:
Werner Herzog, 
Clive Oppenheimer, 
Maurice Krafft, 
Kampiro Kayrento
","7,942",104.0,
Aggretsuko,(2018– ),"Animation, Comedy, Drama  ",10.0  ,"Frustrated with her thankless office job, the 25yearold red panda copes with her daily struggles by belting out heavy metal karaoke after work.  ","
            
    Stars:
Ben Diskin, 
Erica Mendez, 
G.K. Bowes, 
Katelyn Gault
","5,196",15.0,
Bardo,,Thriller  ,0.0  ,"Bardo follows the story of death row inmate Ah Quan, as he searches for redemption. This is the first Chinese language original series for Netflix.  ","
",,,
 Wizards,(2020),"Animation, Action, Adventure  ",10.0  ,The race is on to find the Genesis Seals as Douxie and Archie look for clues in a notorious dragons lair. Claire searches the shadows for Jims soul.  ,"
    Directors:
Douglas Shorts, 
Andrew L. Schmidt
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",143,24.0,
Traitors,(2019),Thriller  ,6.6  ,A British civil servant agrees to spy on her own government for the Americans in the aftermath of WWI.  ,"
            
    Stars:
Emma Appleton, 
Brandon P Bell, 
Keeley Hawes, 
Luke Treadaway
","2,568",60.0,
Faroeste Caboclo,(2013),"Crime, Drama, Romance",10.0,"After doing time in jail for killing the cop who murdered his father, Joao heads for Brasilia where a distant cousin from Argentina helps him get a start as a carpenters apprentice - as long as he sidelines as a drug dealer.","
    Director:
René Sampaio
| 
    Stars:
Fabrício Boliveira, 
Isis Valverde, 
Felipe Abib, 
Antonio Calloni
","2,867",108.0,
 La casa de papel,(2017–2021),"Action, Crime, Mystery  ",0.0  ,Add a Plot  ,"
",,,
 Power Rangers: Dino Fury,(2021),"Action, Adventure, Comedy  ",10.0  ,Ollie carries out a plan to catch Sporix without his teammates knowledge Ollie realizes the benefit of working as a team  ,"
    Director:
Charlie Haskell
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Kira Josephson
",80,21.0,
The Ten Commandments,(1956),"Adventure, Drama  ",10.0  ,Moses an Egyptian Prince learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people  ,"
    Director:
Cecil B. DeMille
| 
    Stars:
Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson
","66,532",220.0,$93.74M
Don't Look Up,(2021),Comedy  ,0.0  ,The story of two low-level astronomers who must go on a giant media tour to warn mankind of an approaching comet that will destroy planet earth  ,"
    Director:
Adam McKay
| 
    Stars:
Timothée Chalamet, 
Leonardo DiCaprio, 
Jennifer Lawrence, 
Cate Blanchett
",,145.0,
Freshman Year,(2019),Drama,5.1,The journey of two young people going off to college from their sheltered homes and different backgrounds to face the real world of battling peer pressure and falling in love,"
    Director:
Jude Okwudiafor Johnson
| 
    Stars:
Diallo Thompson, 
Gregory Alan Williams, 
Benjamin A. Onyango, 
Natalia Dominguez
",177,105.0,
Hubie Halloween,(2020),"Comedy, Mystery  ",10.0  ,Despite his devotion to his hometown of Salem and its Halloween celebration Hubie Dubois is a figure of mockery for kids and adults alike But this year something is going bump in the night and it's up to Hubie to save Halloween  ,"
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Kevin James, 
Julie Bowen, 
Ray Liotta
","42,044",103.0,
 Bleach: Burîchi,(2004–2012),"Animation, Action, Adventure  ",10.0  ,Ichigo is unaware that one of his classmates Uryû Ishida possesses spiritual power of his own  ,"
    Directors:
Noriyuki Abe, 
Jun'ya Koshiba
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",210,24.0,
 The Irregulars,(2021),"Crime, Drama, Fantasy  ",10.0  ,As London descends into chaos Bea and her crew head underground where together they face untold horror in a dangerous quest to locate the Rip  ,"
    Director:
Joss Agnew
| 
    Stars:
McKell David, 
Thaddea Graham, 
Jojo Macari, 
Harrison Osterfield
",364,55.0,
Legal V ~ Moto Bengoshi Takanashi Shôko,(2018),Drama  ,10.0  ,Shoko Takanashi is a former lawyer who had her license revoked Prior to her disbarment there were dark rumors that she punched her boss and that she was extorting in collaboration with See full summary  ,"
            
    Stars:
Yumi Adachi, 
Yoshiyoshi Arakawa, 
Kento Hayashi, 
Masanobu Katsumura
",109,,
Mighty Little Bheem: Diwali,(2019– ),Animation,7.5,From decorating his home to devouring sweets Bheem makes merry and a bit of mischief with the festival of lights in full swing,"
",34,,
Particle Fever,(2013),Documentary  ,7.4  ,As the Large Hadron Collider is about to be launched for the first time physicists are on the cusp of the greatest scientific discovery of all time or perhaps their greatest failure  ,"
    Director:
Mark Levinson
| 
    Stars:
David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley
","7,271",99.0,$0.87M
 Dead to Me,(2019– ),"Comedy, Crime, Drama  ",8.0  ,Judy receives a rude awakening after a romantic night while Jen looks to make a positive contribution to the community and a client  ,"
    Director:
Jennifer Getzinger
| 
    Stars:
Christina Applegate, 
Linda Cardellini, 
James Marsden, 
Max Jenkins
",944,34.0,
Morgan Murphy: Irish Goodbye,(2014 TV Special),Comedy  ,6.7  ,Morgan Murphy brings dry and selfdeprecating wit to the stage for this hilarious ginsoked special Murphys first target is always herself but wont hesitate to bring down everyone from Planned Parenthood to teenage sexters  ,"
    Director:
Jay Chapman
| 
    Stars:
Morgan Murphy, 
Brody Stevens
",312,51.0,
Spaceman of Bohemia,,"Adventure, Drama, Sci-Fi  ",0.0  ,Jakub Procházka who orphaned as a boy and raised in the Czech countryside by his grandparents overcomes his odds to become the countrys first astronaut  ,"
    Director:
Johan Renck
| 
    Stars:
Adam Sandler, 
Carey Mulligan, 
Paul Dano, 
Isabella Rossellini
",,,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adventure",0.0,Add a Plot,"
            
    Star:
Michael J. Woodard
",,,
Charlie's Angels,(2019),"Action, Adventure, Comedy  ",4.8  ,When a young systems engineer blows the whistle on a dangerous technology Charlies Angels are called into action putting their lives on the line to protect us all  ,"
    Director:
Elizabeth Banks
| 
    Stars:
Kristen Stewart, 
Naomi Scott, 
Ella Balinska, 
Elizabeth Banks
","62,393",118.0,
Nicky Jam: El Ganador,(2018– ),"Biography, Music  ",7.8  ,A look at the life and career of the Latin music superstar Nicky Jam  ,"
            
    Stars:
Nicky Jam, 
Jose Caro, 
Darkiel, 
Avery Rodríguez
","1,030",45.0,
 Undercover,(2019– ),"Crime, Drama, Thriller  ",10.0  ,As the net is closing in on him Bob hits the road with Bilzerian He tries to keep an eye on the Bergers while reconnecting to Danielle  ,"
    Director:
Cecilia Verheyden
| 
    Stars:
Tom Waes, 
Ruth Becquart, 
Wim Willaert, 
Sebastien Dewaele
",247,50.0,
 American Experience,(1988– ),"Documentary, Biography, History  ",10.0  ,The personal development of George Washington is the focus as Producer David Sutherland brings to life a uniquely human Washington who transformed himself from social climber into a patriot willing to give up everything for a higher cause  ,"
    Director:
David Sutherland
| 
    Stars:
David McCullough, 
Robert Dawidoff, 
Thad Tate, 
Paul Longmore
",41,90.0,
Sneakah Boutique the Documentary,(2016),Documentary,0.0,The Rise of an Empire chronicles the lives of these three visionaries as they attempt to take Sneakah Boutique to the next level,"
    Director:
Nailah Wright
| 
    Stars:
Whitney Bryant, 
Ernest Freeman, 
Nailah Wright
",,,
Murdoch Mysteries,(2008– ),"Crime, Drama, Mystery  ",10.0  ,"In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.  ","
            
    Stars:
Yannick Bisson, 
Helene Joy, 
Thomas Craig, 
Jonny Harris
","11,437",48.0,
True and the Rainbow Kingdom,(2017– ),"Animation, Short, Adventure  ",7.1  ,Fearless eight-year old guardian True uses wishes from the Wishing Tree to help protect the citizens of the colorful land of the Rainbow Kingdom.  ,"
            
    Stars:
Michela Luci, 
Nicolas Aqui, 
Jamie Watson, 
Eric Peterson
",395,22.0,
 Hyena,(2020– ),"Drama, Romance  ",7.8  ,Add a Plot  ,"
    Director:
Tae You Chang
| 
    Stars:
Ju Ji-Hoon, 
Kim Hye-su, 
Lee Kyung-young, 
Jun Suk-ho
",10,,
Untitled Michael Diliberti/Netflix Project,,none  ,0.0  ,Two young Secret Service agents who are stuck with the worst detail in the First Family - the President's black sheep son.  ,"
",,,
Untitled Lupita Nyong'o/Rihanna Project,,Drama,0.0,Plot speculated. Story pitched on Twitter centers on a scheming character portrayed by Rihanna and her computer-smart best friend Lupita Nyong'o.,"
    Director:
Ava DuVernay
| 
    Stars:
Lupita Nyong'o, 
Rihanna
",,,
Chip and Potato,(2018– ),Animation  ,6.2  ,Chip a 4yearold pug puppy takes her first steps towards independence at kindergarten with secret friend Potato a teensy tiny mouse at her side  ,"
            
    Stars:
Abigail Oliver, 
Andrea Libman, 
Briana Buckmaster, 
Brian Dobson
",117,23.0,
 Blood & Water,(2020– ),"Drama, Mystery  ",7.9  ,The tables turn as Puleng experiences her own scandal Later she and Wade chase a new lead Fiks struggles with the pitfalls of romance  ,"
    Director:
Daryne Joshua
| 
    Stars:
Ama Qamata, 
Khosi Ngema, 
Gail Mabalane, 
Thabang Molaba
",63,49.0,
La Memoria del Agua,(2015),"Drama, Romance  ",6.1  ,When the accidental death of a couples young son sends them grieving in opposite directions theyre forced to reexamine their life and marriage  ,"
    Director:
Matías Bize
| 
    Stars:
Elena Anaya, 
Benjamín Vicuña, 
Néstor Cantillana, 
Sergio Hernández
",702,88.0,
 The Woods,(2020),"Crime, Drama, Mystery  ",6.9  ,In 1994 summer camp reels from a brutal crime Twentyfive years later the police seek prosecutor Pawel Kopinskis help identifying a murder victim  ,"
    Director:
Leszek Dawid
| 
    Stars:
Grzegorz Damiecki, 
Agnieszka Grochowska, 
Hubert Milkowski, 
Wiktoria Filus
",222,,
Like Father,(2018),"Comedy, Drama",6.1,After shes left at the altar a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father,"
    Director:
Lauren Miller Rogen
| 
    Stars:
Kristen Bell, 
Danielle Davenport, 
Kimiko Glenn, 
Wynter Kullman
","20,183",98.0,
Killjoys,(2015–2019),"Action, Adventure, Sci-Fi  ",10.0  ,"In the Quad, a planetary system on the brink of a bloody interplanetary class war, a fun loving trio of bounty hunters attempt to remain impartial as they chase deadly warrants.  ","
            
    Stars:
Hannah John-Kamen, 
Aaron Ashmore, 
Luke Macfarlane, 
Tamsen McDonough
","20,794",42.0,
Chris Rock: Tamborine,(2018 TV Special),Comedy  ,10.0  ,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.  ","
    Director:
Bo Burnham
| 
    Stars:
Chris Rock, 
Spike Lee
","6,488",98.0,
Again,,"Crime, Drama, Thriller  ",0.0  ,"A female homicide detective in New Delhi discovers a link from a new case to cases in her past, proving she is on the trail of a serial killer.  ","
",,,
 Avatar: The Last Airbender,(2005–2008),"Animation, Action, Adventure  ",10.0  ,"The Avatar gang encounters Jet in Ba Sing Se and he helps them to discover the location of Appa. But they will end up discovering something else, a secret of the city.  ","
    Director:
Lauren MacMullan
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,049",25.0,
 7Seeds,(2019–2020),"Animation, Action, Adventure",7.0,Team Summer A banishes Ango and Ryo as Haru and the others mourn the missing Hana. Aramaki leaves the settlement believing she is still alive.,"
            
    Stars:
Bryson Baugus, 
Amber Lee Connors, 
Justin Doran, 
Patricia Duran
",26,24.0,
Chappelle's Show,(2003–2006),"Comedy, Music  ",10.0  ,Comedian Dave Chappelle hosts this sketch comedy show that parodies many of the nuances of race and culture.  ,"
            
    Stars:
Dave Chappelle, 
Donnell Rawlings, 
Rudy Rush, 
Charlie Murphy
","57,671",22.0,
A Note of Explanation,,None  ,0.0  ,A time travelling sprite who inhabits the dollhouse.  ,"
",,,
 Bridgerton,(2020– ),"Drama, Romance  ",8.0  ,Daphne receives a stunning gift from Prince Friedrich but soon courts scandal at a ball. Eloise searches for clues to Lady Whistledown's identity.  ,"
    Director:
Sheree Folkson
| 
    Stars:
Adjoa Andoh, 
Lorraine Ashbourne, 
Jonathan Bailey, 
Ruby Barker
","1,837",61.0,
 BoJack Horseman,(2014–2020),"Animation, Comedy, Drama  ",9.3  ,"After the Sarah Lynn story breaks, BoJack gives a live interview on TV. Diane meets Guy's teenage son.  ","
    Director:
Aaron Long
| 
    Stars:
Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Paul F. Tompkins
","2,578",26.0,
The Director: An Evolution in Three Acts,(2013),Documentary,6.2,A look at the life and work of Gucci fashion designer Frida Giannini.,"
    Director:
Christina Voros
| 
    Stars:
Frida Giannini, 
Matvey Lykov
",213,85.0,
Nila,(2016),"Drama, Romance  ",68.0  ,A young man meets his childhood love one rainy night in the city of dreams When they both realise that the desire for more can ruin what is special between them do they listen to their See full summary,"
    Director:
Selvamani Selvaraj
| 
    Stars:
Sruthi Hariharan, 
Vicky Vijai, 
Sarvesh Sridhar, 
Rajan Sekri
",256,96.0,
Bulbbul,(2020),"Drama, Horror, Mystery  ",66.0  ,A man returns home after years to find his brothers child bride now grown up and abandoned and his ancestral village plagued by mysterious deaths,"
    Director:
Anvita Dutt
| 
    Stars:
Tripti Dimri, 
Avinash Tiwary, 
Rahul Bose, 
Parambrata Chattopadhyay
","10,484",94.0,
 La casa de las flores,(2018–2020),"Comedy, Drama  ",75.0  ,Virginia is convinced her father has abandoned them while Pato begins to suspect the truth In the present Pablo helps Elena escape,"
    Directors:
Yibran Asuad, 
Manolo Caro, 
Gabriel Nuncio
| 
    Stars:
Cecilia Suárez, 
Aislinn Derbez, 
Dario Yazbek Bernal, 
Juan Pablo Medina
",66,31.0,
Backstabbed,(2016 TV Movie),"Drama, Thriller  ",48.0  ,A struggling housewife decides to become a real estate agent and inadvertently puts her life in danger when she takes a job with a corrupt broker who will do anything to land a deal,"
    Director:
Doug Campbell
| 
    Stars:
Josie Davis, 
Brittany Underwood, 
Micah Alberti, 
Kevin Spirtas
",502,120.0,
Hellions,(2015),"Drama, Horror, Thriller",42.0,A teenager must survive a Halloween night from Hell when malevolent trickortreaters come knocking at her door,"
    Director:
Bruce McDonald
| 
    Stars:
Chloe Rose, 
Rachel Wilson, 
Rossif Sutherland, 
Peter DaCunha
","3,083",80.0,
Dead in Tombstone,(2013 Video),"Action, Fantasy, Horror  ",4.9  ,A leader killed by his own gang gets offered a chance by Satan himself to escape damnation.  ,"
    Director:
Roel Reiné
| 
    Stars:
Danny Trejo, 
Mickey Rourke, 
Anthony Michael Hall, 
Dina Meyer
","5,271",100.0,
Ghost Stories,(2020),"Horror, Thriller  ",10.0  ,The winning team of LUST STORIES unite to tell some spine chilling tales. Ghost Stories is an upcoming 2020 Indian anthology horror film consisting of four short film segments.  ,"
    Directors:
Zoya Akhtar, 
Dibakar Banerjee, 
Karan Johar, 
Anurag Kashyap
| 
    Stars:
Janhvi Kapoor, 
Surekha Sikri, 
Amruta Subhash, 
Vijay Varma
","4,750",144.0,
 Cyberpunk: Edgerunners,(2022– ),"Animation, Action, Adventure  ",0.0  ,Add a Plot  ,"
",,,
 Alice in Borderland,(2020– ),"Action, Fantasy, Mystery  ",8.0  ,Leaving an injured Chota Arisu and Karube head out to gain more experience They come to a sprawling apartment block where a deadly game of tag awaits.  ,"
    Director:
Shinsuke Sato
| 
    Stars:
Kento Yamazaki, 
Tao Tsuchiya, 
Keita Machida, 
Yûki Morinaga
",848,47.0,
 The Empress,(2022– ),"Drama, History, Romance",0.0,Add a Plot,"
    Directors:
Florian Cossen, 
Katrin Gebbe
| 
    Stars:
Devrim Lingnau, 
Philip Froissant
",,,
Don-kkot,(2017–2018),Drama  ,10.0  ,"""Money Flower tells the story of people who are driven by greed Kang Pil Joo Jang Hyuk grew up at an orphanage but he now works as a managing director of a legal team at a corporation See full summary""","
            
    Stars:
Seung-jo Jang, 
So-hee Han, 
Ki-Won Nam, 
Sang-woo Chae
",245,,
Knives Out 2,(2022),"Comedy, Crime, Drama  ",0.0  ,"""Plo t unknown Sequel to the 2019 film Knives Out""","
    Director:
Rian Johnson
| 
    Stars:
Madelyn Cline, 
Daniel Craig, 
Dave Bautista, 
Kathryn Hahn
",,,
"Three Wives, One Husband",(2014–2017),Documentary  ,6.5  ,"""Filmmakers gain access to the community of Rockland Ranch in the middle of the Utah desert where 14 polygamous Mormon families have created unique homes for themselves carved out of a rock face""","
            
    Stars:
Anna Chancellor, 
Jan Goodman, 
Abel Morrison, 
Susie Morrison
",452,60.0,
 Nisman,(2019–2020),"Documentary, Crime, History  ",7.9  ,"""Stiuso is questioned about his conflicts with Bogado Ocampo and others as contradictions between major players in the AMIA case come to light""","
    Directors:
Martin Rocca, 
Justin Webster
",15,62.0,
 Buddi,(2020– ),Animation,0.0,"""The Buddis bounce spin glide and giggle through their magical world learning new things and sharing the joy of friendship""","
    Directors:
Jason Jameson, 
Robert Milne
| 
    Stars:
Greta Jameson, 
Ralf Jameson, 
Clementine Laikin, 
Felix Laikin
",,,
Rise of Empires: Ottoman,(2020),"Documentary, Drama, History  ",7.9  ,"Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.","
            
    Stars:
Cem Yigit Uzümoglu, 
Tommaso Basili, 
Selim Bayraktar, 
Birkan Sokullu
","20,016",44.0,
Le guetteur,(2012),"Action, Crime, Thriller  ",5.7  ,"A detective hunts for the marksman who foiled the plan to catch a notorious team of bank robbers.","
    Director:
Michele Placido
| 
    Stars:
Daniel Auteuil, 
Mathieu Kassovitz, 
Olivier Gourmet, 
Francis Renaud
","2,673",89.0,
Kalushi: The Story of Solomon Mahlangu,(2016),"Biography, Drama, Thriller  ",6.5  ,"Solomon Mahlangu is a Mamelodi township schoolboyhawker who after the events of June 16th joins the military wing of the ANC to fight against the brutal oppression of the Apartheid regime See full summary","
    Director:
Mandla Dube
| 
    Stars:
Thabo Rametsi, 
Thabo Malema, 
Welile Nzuza, 
Jafta Mamabolo
",268,107.0,
La trinchera infinita,(2019),"Action, Drama, History  ",7.2  ,"1936. A country taken by the fascism. A husband marked for the killing. A wife determined to all for saving him. An endless incarceration in his own home.","
    Directors:
Aitor Arregi, 
Jon Garaño, 
Jose Mari Goenaga
| 
    Stars:
Antonio de la Torre, 
Belén Cuesta, 
Vicente Vergara, 
José Manuel Poga
","5,405",147.0,
 The Boondocks,(2005–2014),"Animation, Action, Comedy",7.9,When tycoon Ed Wuncler invites the Freemans to his garden party Huey hopes to shock his white wealthy neighbors with his brand of the truth. But things don't go as he planned.,"
    Directors:
Anthony Bell, 
Lesean Thomas
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",469,20.0,
La vita davanti a sé,(2020),"Drama, Action, Crime, Thriller  ",10.0  ,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12 year old street kid who recently robbed her.  ","
    Director:
Edoardo Ponti
| 
    Stars:
Sophia Loren, 
Ibrahima Gueye, 
Renato Carpentieri, 
Iosif Diego Pirvu
","12,655",94.0,
