MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Mighty Little Bheem,(2019– ),"Animation, Short, Adventure  ",0.0  ,Add a Plot,"
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
Graffiti Verité 6: The Odyssey,(2006 Video),Documentary,0.0,"Examines and reveals the truth behind 31 Multi-Ethnic Award-Winning Published and Respected Poets and their Poetic Creations in a seamlessly woven, uniquely honest visual tapestry.","
    Director:
Bob Bryan
| 
    Stars:
Askew, 
Cheryl Beychok, 
Rod Bradley, 
Marcielle Brandler
",,72.0,
 Fedeltà,(2021– ),"Drama, Romance  ",0.0  ,Add a Plot  ,"
    Directors:
Stefano Cipani, 
Andrea Molaioli
| 
    Stars:
Michele Riondino, 
Lucrezia Guidone
",,,
Sun Belt Express,(2014),"Comedy, Drama, Family  ",6.2  ,A down-on-his-luck ethics professor ends up on a completely unhinged run across the Mexican border with his teenage daughter in tow - and four undocumented immigrants in the trunk.  ,"
    Director:
Evan Buxbaum
| 
    Stars:
Brett Aresco, 
Oscar Avila, 
Robert Buxbaum, 
Arturo Castro
",373,91.0,
 Ghost in the Shell SAC_2045,(2020– ),"Animation, Action, Crime  ",6.2  ,"The United States, 2045. Working as mercenaries, the Major and her team, including newbie Stan, defend a gated town from outlaws. Togusa takes a call.  ","
    Directors:
Shinji Aramaki, 
Kenji Kamiyama
| 
    Stars:
Ray Chase, 
Richard Epcar, 
Melissa Fahn, 
Crispin Freeman
",121,25.0,
 Paradise PD,(2018– ),"Animation, Action, Comedy  ",6.9  ,"Karen asks Chief to play nice with Hopson, but the task proves surprisingly humiliating. Kevin tries to get Gina into Live Action Role Playing.  ","
    Director:
Brian Mainolfi
| 
    Stars:
Sarah Chalke, 
David Herman, 
Tom Kenny, 
Kyle Kinane
",138,28.0,
First Team: Juventus,(2018– ),"Documentary, Reality-TV, Sport",7.3,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,"
            
    Stars:
D.B. Sweeney, 
Massimiliano Allegri, 
Andrea Barzagli, 
Mehdi Benatia
","1,948",40.0,
Untitled Charlie Brooker/Netflix Project,,Comedy  ,0.0  ,"A mockumentary about 2020.","
            
    Star:
Hugh Grant
",,,
Liu lang di qiu,(2019),"Action, Adventure, Sci-Fi  ",6.0  ,"As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.","
    Director:
Frant Gwo
| 
    Stars:
Jing Wu, 
Chuxiao Qu, 
Guangjie Li, 
Man-Tat Ng
","28,264",125.0,$5.88M
 Bleach: Burîchi,(2004–2012),"Animation, Action, Adventure  ",7.0  ,"Ichigo and his friends have returned from the Soul Society and are finally able to get back to their ""normal"" lives.","
    Directors:
Noriyuki Abe, 
Mitsutaka Noshitani
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",120,26.0,
 Transformers: War for Cybertron,(2020–2021),"Animation, Action, Adventure  ",7.2  ,"Megatron urges Optimus Prime to accept a treaty, while Starscream questions Jetfire's leadership. The Autobots try to recruit Bumblebee to their side.","
    Director:
Takashi Kamei
| 
    Stars:
Jason Marnocha, 
Jake Foushee, 
Linsay Rousseau, 
Frank Todaro
",264,25.0,
 Aseudal Yeondaegi,(2019– ),"Action, Drama, Fantasy",8.7,Add a Plot,"
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",136,80.0,
Extraction 2,,"Action, Thriller  ",0.0  ,"""","
            
    Star:
Chris Hemsworth
",,,
 Dare Me,(2019–2020),"Crime, Mystery, Thriller  ",7.4  ,"Sequel to the 2020 action thriller 'Extraction.'","
    Director:
Justin Tipping
| 
    Stars:
Willa Fitzgerald, 
Herizen F. Guardiola, 
Marlo Kelly, 
Rob Heaps
",149,42.0,
Child's Play,(2019),"Drama, Horror, Sci-Fi  ",5.7  ,"""","
    Director:
Lars Klevberg
| 
    Stars:
Tim Matheson, 
Ben Daon, 
Zahra Anderson, 
Serge Jaswal
","46,932",90.0,$29.21M
Dragon's Lair,,"Action, Adventure, Fantasy  ",0.0  ,"In the wake of a tragedy, Addy and Colette struggle with a shared secret that threatens them both.","
            
    Star:
Ryan Reynolds
",,,
 Power Rangers: Dino Fury,(2021),"Action, Adventure, Comedy",0.0,"""","
    Director:
Caroline Bell Booth
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",,21.0,
GLOW,(2017–2019),"Comedy, Drama, Short  ",8.0  ,A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,"
            
    Stars:
Alison Brie, 
Marc Maron, 
Betty Gilpin, 
Britt Baron
","42,221",35.0,
Mai,,"Crime, Drama, Thriller  ",0.0  ,"Upon accidentally killing a mafia leader, a middle-aged woman is unwittingly swept into the underworld, where her cult slowly gains renown.","
            
    Stars:
Raima Sen, 
Sakshi Tanwar, 
Seema Bhargava
",,,
 Mighty Little Bheem,(2019– ),"Animation, Short, Adventure  ",0.0  ,Add a Plot,"
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
 Love Is Blind,(2020– ),"Reality-TV, Romance  ",6.3  ,"With only two weeks left until the weddings, the couples get fitted for suits and gowns. But will lingering doubts lead to drama or new beginnings?","
    Director:
Brian Smith
| 
    Stars:
Nick Lachey, 
Vanessa Lachey, 
Kenny Barnes, 
Matthew Barnett
",130,54.0,
On the Real,(2016– ),Comedy,10.0,On the real is a unique format combining pseudo-reality drama that incorporates running commentary by all cast members. This edgy series follows the lives of 5 young Nigerian reality ... See full summary »,"
            
    Stars:
Ada Afoluwake Ogunkeye, 
Chy Nwakanma, 
David Jones David, 
Sandra Eze
",23,,
Don't Breathe,(2016),"Crime, Horror, Thriller  ",71.0,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","
    Director:
Fede Alvarez
| 
    Stars:
Stephen Lang, 
Jane Levy, 
Dylan Minnette, 
Daniel Zovatto
","237,601",88.0,$89.22M
Gundala,(2019),"Action, Adventure, Drama  ",62.0,"Indonesia's preeminent comic book superhero and his alter ego Sancaka enter the cinematic universe to battle the wicked Pengkor and his diabolical squad of orphan assassins.","
    Director:
Joko Anwar
| 
    Stars:
Abimana Aryasatya, 
Tara Basro, 
Bront Palarae, 
Ario Bayu
","4,153",123.0,
 Big Mouth,(2017– ),"Animation, Comedy, Romance  ",7.6,"On the last night of camp, bowel problems, a talent show and a hookup lead to chaos - and hurt feelings. Back home, Jay and Lola throw a pool party.","
    Director:
Dave Stone
| 
    Stars:
Nick Kroll, 
John Mulaney, 
Jessi Klein, 
Jason Mantzoukas
",627,27.0,
Ugly Duckling Series: Perfect Match,(2015),"Drama, Romance  ",7.3,"Junita, nicknamed Junior, did plastic surgery because people said her face was fat. Without knowing that she was allergic to chemicals, it ruined her face by causing acne everywhere. It ...      *          See full summary #»","
            
    Stars:
Onnicha Akkharasewaya, 
Worranit Thawornwong, 
Vasin Asvanarunat, 
Niti Chaichitatorn
",39,50.0,
Why Are You Like This?,(2018– ),Comedy,65.0,"Best friends Penny and Mia set out to right all that's wrong with the world, blissfully ignorant of how many people they torment along the way.","
            
    Stars:
Naomi Higgins, 
Olivia Junkeer, 
Wil King, 
Lawrence Leung
","1,142",,
 Riverdale,(2017– ),"Crime, Drama, Mystery  ",8.5  ,"Betty continues her Stonewall Prep takedown with the help of two unique allies; a tense confrontation leads to a tender reunion.","
    Director:
Tessa Blake
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
","1,032",42.0,
Private Life,(2020),"Crime, Drama, Romance  ",6.6  ,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.","
            
    Stars:
Seohyun, 
Hyo-jin Kim, 
Tae Won-suk, 
Go Kyung-Pyo
",498,70.0,
Kôkaku kidôtai: Stand Alone Complex,(2002–2005),"Animation, Action, Crime  ",8.5  ,"The futuristic adventures of a female cyborg counterintelligence agent and her support team.","
            
    Stars:
Shirô Saitô, 
Mary Elizabeth McGlynn, 
William Frederick Knight, 
Richard Epcar
","18,383",24.0,
 Stay Close,,"Crime, Drama, Mystery  ",0.0  ,"Add a Plot","
            
    Stars:
Leon Annor, 
Bethany Antonia, 
Richard Armitage, 
Daniel Francis
",,,
Michiel de Ruyter,(2015),"Action, Adventure, Biography",7.0,"When the young republic of The Netherlands is attacked by England, France, and Germany, and the country is on the brink of civil war, only one man can lead the country's strongest weapon, the Dutch fleet: Michiel de Ruyter (Frank Lammers).","
    Director:
Roel Reiné
| 
    Stars:
Frank Lammers, 
Sanne Langelaar, 
Barry Atsma, 
Lieke van Lexmond
","9,359",151.0,
 Johnny Test,(2005– ),"Animation, Action, Adventure  ",70.0  ,Johnny & Dukey have the perfect Saturday planned. Johnny & Dukey are freaking out because Mom & Dad won't buy any more ice cream.,"
    Director:
Joseph Sherman
| 
    Stars:
James Arnold Taylor, 
Louis Chirillo, 
Maryke Hendrikse, 
Ashleigh Ball
",32,23.0,
 Disenchantment,(2018– ),"Animation, Action, Adventure  ",0.0  ,Add a Plot,"
",,,
 One Piece,,"Action, Adventure, Fantasy  ",0.0  ,Add a Plot,"
",,,
"Sí mi amor, la película",(2020),Comedy  ,41.0  ,Add a Plot,"
    Director:
Pedro Flores Maldonado
| 
    Stars:
Yiddá Eslava, 
Julián Zucchi, 
Andrés Salas, 
Magdyel Ugaz
",140,107.0,
Bucin,(2020),"Comedy, Drama, Romance",4.1,Four young men - each with their own love issues - enroll in an ‘anti-whipped’ class to break free from being enslaved by love.,"
    Director:
Chandra Liow
| 
    Stars:
Andovi Da Lopez, 
Jovial Da Lopez, 
Tommy Limm, 
Chandra Liow
",575,97.0,
Fary: Hexagone,(2020– ),Comedy  ,65.0  ,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.","
            
    Star:
Fary
",113,,
Thithi,(2015),Drama  ,8.2  ,"In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.","
    Director:
Raam Reddy
| 
    Stars:
Thammegowda S., 
Channegowda, 
Abhishek H.N., 
Pooja S.M.
","2,576",123.0,
 Surviving Summer,(2022– ),Drama  ,1.0  ,"Add a Plot","
    Director:
Sian Davies
| 
    Stars:
Sky Katz, 
Kai Lewins, 
Savannah La Rain, 
Joao Marinho
",,,
 One Piece,,"Action, Adventure, Fantasy  ",1.0  ,"Add a Plot","
",,,
Layla Majnun,(2021),"Drama, Romance",64.0,"While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work - but her arranged marriage stands in the way.","
    Director:
Monty Tiwa
| 
    Stars:
Acha Septriasa, 
Reza Rahadian, 
Baim Wong, 
Dian Nitami
",218,119.0,
How Many Kilograms are the Dumbbells You Lift?,(2019– ),"Animation, Comedy, Sport  ",71.0  ,"A young girl's life changes when she joins a gym to lose weight.","
            
    Stars:
Fairouz Ai, 
Sora Amamiya, 
Stephen Fu, 
Shizuka Ishigami
",584,,
You Are My Home,(2020),"Animation, Family, Fantasy  ",65.0  ,"This drama follows the relationship of a heartbroken woman and a young immigrant girl who has lost her mother at the border, coming together just before Christmas.","
    Director:
Amanda Raymond
| 
    Stars:
Alyssa Milano, 
Cristián de la Fuente, 
Angel Parker, 
Eva Ariel Binder
",375,92.0,
Grande Terim,,"Documentary, Biography, Sport  ",0.0  ,"Add a Plot","
            
    Star:
Fatih Terim
",,,
Magic for Humans by Mago Pop,(2021– ),"Comedy, Reality-TV  ",6.4  ,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.","
            
    Stars:
Antonio Díaz, 
Cristina López Pérez, 
Paco Plaza
",59,,
Long Shot,(2017 TV Movie),"Documentary, Crime, Sport",74.0,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around raw footage from a popular TV show, ""Curb Your Enthusiasm.""","
    Director:
Jacob LaMendola
| 
    Stars:
Tasha Boggs, 
Juan Catalan, 
Melissa Catalan, 
Miguel Catalan
","7,026",40.0,
Was It Love,(2020),"Comedy, Drama, Romance  ",7.2  ,"""Was it love?"" is a romantic drama about a single mother of 14 years who is stuck between an attractive man who is bad, an attractive man who is young and a sexy man who is scary.","
            
    Stars:
Song Ji-Hyo, 
Ho Joon Son, 
Jong-ho Song, 
Ja-Sung Koo
",685,70.0,
Stranger Things,(2016– ),"Drama, Fantasy, Horror  ",8.7  ,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.","
            
    Stars:
Millie Bobby Brown, 
Finn Wolfhard, 
Winona Ryder, 
David Harbour
","885,856",51.0,
Chicago Party Aunt,(2021– ),"Animation, Comedy  ",0.0  ,"Follows Diane Dunbrowski who is always the life of the party, and also known as the ""Chicago Party Aunt.""","
            
    Stars:
Katie Rich, 
Michael Patrick Thornton, 
Lauren Ash, 
Ike Barinholtz
",,30.0,
A Million Colours,(2011),Drama  ,6.6  ,"A story of love and friendship set against the violence of Apartheid in South Africa. It is a story of the ups and downs of the lives of the three main characters, and how their lives intersect over the years.","
    Director:
Peter Bishai
| 
    Stars:
Wandile Molebatsi, 
Jason Hartman, 
Masello Motana, 
Stelio Savante
",267,115.0,
Monster Math Squad,(2012– ),Animation,5.8,"Monster Math Squad stars MAX, LILY and GOO. The Squad love nothing better than to put their monster minds together and use their math skills to overcome any obstacle they face.","
            
    Stars:
Julie Sype, 
Jenna Warren, 
Cory Doran, 
Annick Obonsawin
",34,30.0,
 Alex,(2017–2019),"Action, Crime, Thriller  ",70.0  ,Add a Plot,"
    Director:
Alain Darborg
| 
    Stars:
Helena Af Sandeberg, 
Zahraa Aldoujaili, 
Abdirizak Farah Ali, 
Robert Andersson
",27,,
In Oranje,(2004),"Drama, Family, Sport  ",6.5  ,"An 11 year old talented soccer player, Remco, has one big dream: to be selected for the national team under 12 years. His father Erik coaches him and everything seems to work out fine, until...                See full summary »","
    Director:
Joram Lürsen
| 
    Stars:
Yannick van de Velde, 
Thomas Acda, 
Wendy van Dijk, 
Peter Blok
","1,336",90.0,
Whindersson Nunes: Adulto,(2019 TV Special),Comedy  ,69.0  ,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,"
    Director:
Diego Pignataro
| 
    Star:
Whindersson Nunes
",274,68.0,
The Adam Project,(2022),"Action, Adventure, Sci-Fi  ",1.0  ,A man must travel back in time to get help from his 13-year-old self.,"
    Director:
Shawn Levy
| 
    Stars:
Ryan Reynolds, 
Zoe Saldana, 
Jennifer Garner, 
Catherine Keener
",,,
Zhong ji san guo,(2009–2010),Comedy,53.0,"Lifelong friends, Guan Yu (George Hu) and Zhang Fei (David Bo-Yen Lin), who have gotten kicked out of one school after another for starting fights, find themselves hard pressed to find a ...                See full summary »","
            
    Stars:
Monkey Shao, 
George Hu, 
Jiro Wang, 
Shu Chen
",44,75.0,
Keopi peurinseu 1-hojeom,(2007),"Comedy, Drama, Romance  ",8.2  ,"A tomboy, mistaken for a lad, maintains the deception for the sake of employment. The situation becomes complicated when her male boss begins to develop feelings for this ""boy.""","
            
    Stars:
Gong Yoo, 
Yun Eun-hye, 
Sun-kyun Lee, 
Jeong-an Chae
","4,606",55.0,
Talking Tom and Friends,(2014– ),"Animation, Action, Adventure  ",63.0  ,"Armed with tech gear, awesome ideas, and an unfailing sense of humor, Talking Tom and Friends are on a mission to make their dreams come true. Although things never entirely turn out the way they plan, this incredible group is destined to warm hearts - and break a funny bone or two - along the way.","
            
    Stars:
Tom Kenny, 
Colin Hanks, 
James Adomian, 
Lisa Schwartz
",337,11.0,
Haunted,(2018– ),"Horror, Reality-TV  ",4.7  ,"A chilling glimpse into the first-person accounts from people who have witnessed horrifying, peculiar, extraordinary supernatural events and other unexplained phenomena that continue to haunt them.","
            
    Stars:
Vanda Chaloupková, 
Hana Baronová, 
Vojtech Hýzdal, 
Janek Gregor
","2,934",24.0,
 The Boondocks,(2005–2014),"Animation, Action, Comedy  ",80.0  ,"When rapper Thugnificent moves in across the street, Granddad complains about the non-stop noise and partying, leading Thugnificent to record a new song, ""Eff Granddad.""","
    Directors:
Seung Eun Kim, 
Bob Hathcock
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",258,23.0,
 Fauda,(2015– ),"Action, Drama, Thriller",81.0,"The army chases Bashar and his father. The two make plans to get out of their difficult situation, but it tolls a heavy price. Meanwhile, Avichai deals with his mistake.","
    Director:
Rotem Shamir
| 
    Stars:
Lior Raz, 
Ala Dakka, 
Itzik Cohen, 
Yaakov Zada Daniel
",248,40.0,
37 sekanzu,(2019),Drama  ,73.0  ,"Yuma is a young Japanese woman who suffers from cerebral palsy. Torn between her obligations towards her family and her dream to become a manga artist, she struggles to lead a self-determined life.","
    Director:
Hikari
| 
    Stars:
Nanami Kawakami, 
Makiko Watanabe, 
Mei Kayama, 
Shizuka Ishibashi
","2,345",115.0,
Prime Time,(2021),"Drama, Thriller  ",53.0  ,"On New Year's Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.","
    Director:
Jakub Piatek
| 
    Stars:
Bartosz Bielenia, 
Magdalena Poplawska, 
Andrzej Klak, 
Malgorzata Hajewska
","1,257",93.0,
Thumbelina,(1994),"Animation, Family, Fantasy  ",6.4  ,"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.","
    Directors:
Don Bluth, 
Gary Goldman
| 
    Stars:
Jodi Benson, 
Gary Imhoff, 
Gino Conforti, 
Barbara Cook
","16,055",86.0,$11.37M
La limita de jos a cerului,(2013),Drama  ,69.0  ,"The Unsaved is a drama about a Sancho Panza and not a Don Quijote. It's about the everyday non-hero facing circumstances and not adventures; it's about Viorel, a 25-year-old ... See full summary »","
    Director:
Igor Cobileanski
| 
    Stars:
Igor Babiac, 
Sergiu Voloc, 
Ela Ionescu, 
Igor Caras-Romanov
",434,80.0,
I Believe in A Thing Called Love,,"Comedy, Romance",0.0,"Desi, an overachieving high school senior who decides to use the laws of K-drama romances to land herself a boyfriend.","
            
    Star:
Lee Byung-hun
",,,
 Jupiter's Legacy,(2021),"Action, Adventure, Drama  ",6.9  ,"With her partying spiraling out of control, Chloe nears rock bottom. Sheldon encounters hardship in his search for answers to the visions haunting him.","
    Director:
Christopher J. Byrne
| 
    Stars:
Josh Duhamel, 
Ben Daniels, 
Leslie Bibb, 
Andrew Horton
","1,148",48.0,
 Wizards,(2020),"Animation, Action, Adventure  ",10.0  ,"With the fateful battle underway, every hero must do their part to stop the Arcane Order, banish Gunmar and ensure that history plays out as it should.","
    Directors:
Douglas Shorts, 
Francisco Ruiz-Velasco
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",158,24.0,
Preservation,(2014),"Horror, Thriller  ",4.7  ,"An anesthesiologist must awaken her animal instincts when she, her husband and her brother-in-law become the quarry of unseen hunters who want to turn them all into trophies.","
    Director:
Christopher Denham
| 
    Stars:
Wrenn Schmidt, 
Pablo Schreiber, 
Aaron Staton, 
Cody Saintgnue
","5,560",90.0,
Samurai Gourmet,(2017),"Adventure, Comedy  ",8.1  ,"A 60 year old retired salary-man finds new purpose in exploring the food of his neighborhood. Aided by his fantasy companion, a samurai who inspires him to boldly experience this new chapter of his life.","
            
    Stars:
Naoto Takenaka, 
Tetsuji Tamayama, 
Honami Suzuki, 
Hiroki Hayashi
","1,899",20.0,
Rita,(2012–2020),"Comedy, Drama",8.1,"Following the life of a very outspoken and rebellious woman, Rita is a school teacher who is competent in the classroom, but seems to need a teacher of her own, when it comes to her personal life.","
            
    Stars:
Mille Dinesen, 
Lise Baastrup, 
Nikolaj Groth, 
Carsten Bjørnlund
","8,057",40.0,
 Rebecka Martinsson,(2017– ),"Crime, Drama, Mystery  ",6.7  ,Add a Plot  ,"
    Directors:
Fredrik Edfeldt, 
Andrea Östlund
| 
    Stars:
Sascha Zacharias, 
Eva Melander, 
Thomas Oredsson, 
Jakob Öhrman
",66,45.0,
After Maria,(2019),"Documentary, Short  ",0.0  ,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.  ,"
    Director:
Nadia Hallgren
| 
    Star:
Glenda Martes
",381,35.0,
 Power Rangers Beast Morphers,(2019–2020),"Action, Adventure, Drama  ",87.0  ,"Scrozzle executes his plan to finally free Evox from the Cyber Dimension and the Rangers, along with an unexpected friend, must do everything in their power to stop him.  ","
    Director:
Riccardo Pellizzeri
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",42,,
Mob Psycho 100,(2016–2019),"Animation, Action, Comedy  ",86.0  ,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.  ","
            
    Stars:
Setsuo Ito, 
Takahiro Sakurai, 
Akio Ôtsuka, 
Miyu Irino
","19,553",24.0,
Into the Inferno,(2016),Documentary,7.2,An exploration of active volcanoes around the world.,"
    Director:
Werner Herzog
| 
    Stars:
Werner Herzog, 
Clive Oppenheimer, 
Maurice Krafft, 
Kampiro Kayrento
","7,942",104.0,
Aggretsuko,(2018– ),"Animation, Comedy, Drama  ",8.1  ,"Frustrated with her thankless office job, the 25-year-old red panda copes with her daily struggles by belting out heavy metal karaoke after work.","
            
    Stars:
Ben Diskin, 
Erica Mendez, 
G.K. Bowes, 
Katelyn Gault
","5,196",15.0,
Bardo,,Thriller  ,0.0  ,"Bardo follows the story of death row inmate Ah Quan, as he searches for redemption. This is the first Chinese language original series for Netflix.","
",,,
 Wizards,(2020),"Animation, Action, Adventure  ",8.6  ,The race is on to find the Genesis Seals as Douxie and Archie look for clues in a notorious dragon's lair. Claire searches the shadows for Jim's soul.,"
    Directors:
Douglas Shorts, 
Andrew L. Schmidt
| 
    Stars:
Colin O'Donoghue, 
David Bradley, 
James Faulkner, 
Kelsey Grammer
",143,24.0,
Traitors,(2019),Thriller  ,6.6  ,A British civil servant agrees to spy on her own government for the Americans in the aftermath of WWII.,"
            
    Stars:
Emma Appleton, 
Brandon P Bell, 
Keeley Hawes, 
Luke Treadaway
","2,568",60.0,
Faroeste Caboclo,(2013),"Crime, Drama, Romance",6.6,"After doing time in jail for killing the cop who murdered his father, Joao heads for Brasilia where a distant cousin from Argentina helps him get a start as a carpenter's apprentice - as long as he sidelines as a drug dealer.","
    Director:
René Sampaio
| 
    Stars:
Fabrício Boliveira, 
Isis Valverde, 
Felipe Abib, 
Antonio Calloni
","2,867",108.0,
 La casa de papel,(2017–2021),"Action, Crime, Mystery  ",0.0  ,Add a Plot  ,"
",,,
 Power Rangers: Dino Fury,(2021),"Action, Adventure, Comedy  ",7.9  ,Ollie carries out a plan to catch Sporix without his teammates' knowledge; Ollie realizes the benefit of working as a team.  ,"
    Director:
Charlie Haskell
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Kira Josephson
",80,21.0,
The Ten Commandments,(1956),"Adventure, Drama  ",7.9  ,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.  ","
    Director:
Cecil B. DeMille
| 
    Stars:
Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson
","66,532",220.0,$93.74M
Don't Look Up,(2021),Comedy  ,0.0  ,"The story of two low-level astronomers, who must go on a giant media tour to warn mankind of an approaching comet that will destroy planet Earth.  ","
    Director:
Adam McKay
| 
    Stars:
Timothée Chalamet, 
Leonardo DiCaprio, 
Jennifer Lawrence, 
Cate Blanchett
",,145.0,
Freshman Year,(2019),Drama,5.1,The journey of two young people going off to college from their sheltered homes and different backgrounds to face the real world of battling peer pressure and falling in love.,"
    Director:
Jude Okwudiafor Johnson
| 
    Stars:
Diallo Thompson, 
Gregory Alan Williams, 
Benjamin A. Onyango, 
Natalia Dominguez
",177,105.0,
Hubie Halloween,(2020),"Comedy, Mystery  ",5.2  ,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Kevin James, 
Julie Bowen, 
Ray Liotta
","42,044",103.0,
 Bleach: Burîchi,(2004–2012),"Animation, Action, Adventure  ",7.0  ,"Ichigo is unaware that one of his classmates, Uryû Ishida, possesses spiritual powers of his own.","
    Directors:
Noriyuki Abe, 
Jun'ya Koshiba
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",210,24.0,
 The Irregulars,(2021),"Crime, Drama, Fantasy  ",7.1  ,"As London descends into chaos, Bea and her crew head underground, where together they face untold horror in a dangerous quest to locate the Rip.","
    Director:
Joss Agnew
| 
    Stars:
McKell David, 
Thaddea Graham, 
Jojo Macari, 
Harrison Osterfield
",364,55.0,
Legal V ~ Moto Bengoshi Takanashi Shôko,(2018),Drama  ,5.8  ,"Shoko Takanashi is a former lawyer who had her license revoked. Prior to her disbarment, there were dark rumors that she punched her boss and that she was extorting in collaboration with ...  *              See full summary »","
            
    Stars:
Yumi Adachi, 
Yoshiyoshi Arakawa, 
Kento Hayashi, 
Masanobu Katsumura
",109,,
Mighty Little Bheem: Diwali,(2019– ),Animation,7.5,"From decorating his home to devouring sweets, Bheem makes merry -- and a bit of mischief -- with the festival of lights in full swing.","
",34,,
Particle Fever,(2013),Documentary  ,74.0  ,"As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.  ","
    Director:
Mark Levinson
| 
    Stars:
David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley
","7,271",99.0,$0.87M
 Dead to Me,(2019– ),"Comedy, Crime, Drama  ",8.0  ,"Judy receives a rude awakening after a romantic night, while Jen looks to make a positive contribution to the community - and a client.  ","
    Director:
Jennifer Getzinger
| 
    Stars:
Christina Applegate, 
Linda Cardellini, 
James Marsden, 
Max Jenkins
",944,34.0,
Morgan Murphy: Irish Goodbye,(2014 TV Special),Comedy  ,67.0  ,"Morgan Murphy brings dry and self-deprecating wit to the stage for this hilarious, gin-soaked special. Murphy's first target is always herself, but won't hesitate to bring down everyone from Planned Parenthood to teenage sexters.  ","
    Director:
Jay Chapman
| 
    Stars:
Morgan Murphy, 
Brody Stevens
",312,51.0,
Spaceman of Bohemia,,"Adventure, Drama, Sci-Fi  ",1.0  ,"Jakub Procházka, who was orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes the odds to become the country's first astronaut.  ","
    Director:
Johan Renck
| 
    Stars:
Adam Sandler, 
Carey Mulligan, 
Paul Dano, 
Isabella Rossellini
",,,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adventure",1.0,Add a Plot,"
            
    Star:
Michael J. Woodard
",,,
Charlie's Angels,(2019),"action, Adventure, Comedy  ",7.0  ,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","
    Director:
Elizabeth Banks
| 
    Stars:
Kristen Stewart, 
Naomi Scott, 
Ella Balinska, 
Elizabeth Banks
","62,393",118.0,
