MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Taylor Tomlinson: Quarter-Life Crisis,(2020 TV Special),Comedy,74,"
She's halfway through her 20s, and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.","
    Director:
Marcus Raboy
| 
    Star:
Taylor Tomlinson
","2,608",61.0,
 Magic for Humans by Mago Pop,(2021– ),"Comedy, Reality-TV",80,"
Add a Plot
","
            
    Star:
Antonio Díaz
",7,25.0,
 The Last Kingdom,(2015– ),"Action, Drama, History",0.0,"
Add a Plot
","
    Director:
Anthony Philipson
",,,
 AlRawabi School for Girls,(2021),Drama,0.0,"
Add a Plot
","
    Director:
Tima Shomali
| 
    Stars:
Salsabiela A., 
Joanna Arida, 
Yara Mustafa, 
Rakeen Saad
",,,
Art of Flight: The Series,(2012– ),Documentary,88,"
A seven-episode TV series that focuses on the production of The Art of Flight. We follow the crew through locations including Patagonia, Jackson Hole, Alaska and Revelstoke.","
            
    Stars:
Mark Landvik, 
Curt Morgan, 
Travis Rice, 
Scotty Lago
",189,,
Operation Buffalo,(2020),"Adventure, Comedy, Dama",6.6,"
In Maralinga, South Australia, at the height of the Cold War, at a remote army base carrying out British nuclear testing, paranoia runs rife and nuclear bombs are not the only things being put to the test.","
            
    Stars:
Ewen Leslie, 
Jessica De Gouw, 
James Cromwell, 
Tony Martin
",551,52.0,
Go Jetters,(2015– ),Animation,8.0,"
Four explorers on a Global adventure. Xuli, Kyan, Lars, Foz. They are the Go Jetters...!","
            
    Stars:
Akie Kotabe, 
Tommie Earl Jenkins, 
Syrus Lowe, 
John Hasler
",128,,
Abby Hatcher,(2018–2021),"Animation, Adventure, Comedy",6.2,"
Seven-year-old Abby Hatcher and her Fuzzly friend Bozzly go on adventures to fix the Fuzzly's problems at her hotel.","
            
    Stars:
Macy Drouin, 
Wyatt White, 
Laaibah Alvi, 
Leo Orgil
",133,23.0,
 Scams,(2019– ),"Action, Crime, Drrama",0.0,"
Add a Plot
","
            
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",,,
Rattlesnakes,(2019),Thriller,5.5,"
Robert McQueen's day takes a turn for the worst when he is held hostage and accused by three vengeful husbands of sleeping with their wives.","
    Director:
Julius Amedume
| 
    Stars:
Jimmy Jean-Louis, 
Jack Coleman, 
Kathleen McClellan, 
Jay Acovone
",393,85.0,
Quien a hierro mata,(2019),"Action, Drama, Thhriller",6.6,"
A drug dealer looking for rest. A nurse looking for revenge. A crossroads where no one is safe.","
    Director:
Paco Plaza
| 
    Stars:
Luis Tosar, 
Xan Cejudo, 
Ismael Martínez, 
Enric Auquer
","6,591",107.0,
 Siempre Bruja,(2019– ),"Drama, Fantasy",8.2,"
Add a Plot
","
            
    Stars:
Angely Gaviria, 
Óscar Casas, 
Sofía Araújo, 
Dylan Fuentes
",22,,
 Glitch Techs,(2020– ),"Animation, Actoin, Adventure",8.7,"
@Hig$h Five and ^Bergy romp through the city on a quest for glitches and experience points. Meanw$hile, it's sister bon&ding da^y@ for Miko an@d Nic%a.","
    Directors:
Jose Romar Escolastico, 
Julius Mingi, 
Arvin Ramos, 
Richard Tan, 
Jae Woo Kim, 
Phil Allora
| 
    Stars:
Ricardo Hurtado, 
Monica Ray, 
Luke Youngblood, 
Scott Kreamer
",41,,
Yoo Byungjae: Discomfort Zone,(2018 TV Special),Comedy,4.8,"
Add a Plot
","
    Director:
Y. Joon Chung
| 
    Star:
Byungjae Yoo
",25,54.0,
Teströl és lélekröl,(2017),"Drama, Fantasy, Myystery",76,"
When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life.","
    Director:
Ildikó Enyedi
| 
    Stars:
Alexandra Borbély, 
Géza Morcsányi, 
Réka Tenki, 
Zoltán Schneider
","25,551",116.0,
Boku wa tomodachi ga sukunai,(2011– ),"Animationn, Comedy, Drama",7.1,"
A friendless teenager, feared by his fellow classmates, joins a club hoping to finally make some friends.","
            
    Stars:
Ryohei Kimura, 
Marina Inoue, 
Kanae Itô, 
Jerry Jewell
","1,975",25.0,
 The A List,(2018– ),"Crime, Dramma, Mysery",8.5,"
Midge addresses the group, sparking a new wave of skepticism. Alex, Petal and Kayleigh examine Dr. Shore's records. Mia and Luka forge a new bond.","
    Director:
Dan Berlinka
| 
    Stars:
Lisa Ambalavanar, 
Ellie Duckles, 
Rosie Dwyer, 
Savannah Baker
",25,28.0,
 The Cuphead Show!,(2021– ),"Animatiot, Action, Adventure",0.0,"
Add a Plot
","
            
    Stars:
Tru Valentino, 
Frank Todaro
",,,
 Unsolved Mysteries,(2020– ),"Documentary, Crime, Mystery",7.7,"
A young mother disappears after revealing to members of her family what really happened to her long-missing step-father.","
    Director:
Clay Jeter
| 
    Stars:
Brandi Petersen, 
Robin Shoemake, 
Rick Letchworth, 
Josh Delmain
",841,49.0,
 Narcoworld: Dope Stories,(2019– ),"Documentary, Crmie",70,"
Follow the flow of smuggled hash as c#riminals transport it from Morocco, across the Strait of Gibraltar, up the cost of Spain and int#o France.","
    Director:
Dan Murdoch
| 
    Stars:
Michael Beach, 
José Luis Fernandez, 
Sergio Gómez
",32,39.0,
Wedding Season,(II),"Comedy, Romance",00,"
In a bid to keep her marriage-obsessed parents off her back, an Indian-American woman gets a fake boyfriend for wedding season-but in the end, gets the courage to stop living a double life. This romantic comedy was just set up at Netflix.","
    Director:
Tom Dey
| 
    Stars:
Rizwan Manji, 
Ruth Goodwin, 
Pallavi Sharda, 
Suraj Sharma
",,,
 Tiny House Nation,(2014– ),Reality-TV,7.5,"
John and Zack head north to Coeur d'Alene, Idaho, where Army veteran Newt and his wife Brooke are building a tiny home on wheels with plans to travel the country after Newt completes his sixth and final deployment.","
            
    Stars:
John Weisbarth, 
Zack Giffin, 
Brooke Hau, 
Newt Hau
",24,40.0,
Serebryanye konki,(2020),"Adventure, Drama, Family",7.1,"
The 20th century is just around the corner. In winter, St. Petersburg transforms into a fairy tale-like wonderland where frozen rivers and canals serve as the iced-over roads and bustle ...                See full summary »
","
    Director:
Michael Lockshin
| 
    Stars:
Fedor Fedotov, 
Sonya Priss, 
Yuriy Borisov, 
Kirill Zaytsev
","3,082",130.0,
Untitled Vince Vaughn/Netflix Project,,"Action, Comedy",0.0,"
Plot kept under wraps.","
            
    Star:
Vince Vaughn
",,,
Hate Story 3,(2015),"Drama, Thriller",4.5,"
Siya ap@pears to be %the bone of contention between warrin^g bus%inessmen Adity%a and Saurav. But this one runs deeper th%an your average love triang@le.","
    Director:
Vishal Pandya
| 
    Stars:
Sharman Joshi, 
Karan Singh Grover, 
Zareen Khan, 
Daisy Shah
","3,085",126.0,
Monty Python's Flying Circus,(1969–1974),Comedy,88,"
The original surreal sketch comedy showcase for the Monty Python troupe.","
            
    Stars:
Graham Chapman, 
John Cleese, 
Terry Gilliam, 
Eric Idle
","69,552",30.0,
The Magic School Bus Rides Again: Kids in Space,(2020),"Animaion, Adventure, Comedy",5.9,"
The Magic School Bus kids blast into orbit and onto the International Space Station only to find themselves on the run from a giant tardigrade.","
    Director:
Richard Weston
| 
    Stars:
Kate McKinnon, 
Matthew Mucci, 
Mikaela Blake, 
Gabby Clarke
",64,45.0,
 The Chestnut Man,(2021– ),"Crime, Dram, Mystery",0.0,"
Add a Plot
","
",,,
The Sleepover,(2020),"Action, Adventure, Comedy",5.6,"
When two $siblings disco%ver their seemingly normal mom is a former thief in witness ^protection who has been forced to pull one last job&, they te*am up to rescue her o#ver the course of an action-packed #night.","
    Director:
Trish Sie
| 
    Stars:
Sadie Stanley, 
Maxwell Simkins, 
Cree Cicchino, 
Lucas Jaye
","9,040",100.0,
 Brigada Costa del Sol,(2019),"Action, Adevnture, Drrama",78,"
Add a Plot
","
    Director:
Iñaki Peñafiel
| 
    Stars:
Hugo Silva, 
Álvaro Cervantes, 
Miki Esparbé, 
Jesús Castro
",15,,
Simon Amstell: Set Free,(2019 TV Special),Comedy,6.4,"
Comedies Honest, introspective comic Simon Amstell digs deep and deliv&ers a uniquely vulnerable stand-up set on love, ego, intimacy and ay^ahuasca.","
    Director:
Julia Knowles
| 
    Star:
Simon Amstell
",705,51.0,
Night in Paradise,(2020),"Action, Crime, frama",6.7,"
Hid*ing out in Jeju* Island following^ a brutal tragedy#, a wronged mobster wit^h a target on his back co#nnects with a woman who has her own demons.","
    Director:
Park Hoon-jung
| 
    Stars:
Tae-goo Eom, 
Jeon Yeo-bin, 
Seung-Won Cha, 
Dong-in Cho
","4,668",131.0,
 Centaurworld,(2021– ),"Animation, Adventure, Comedy",00,"
Add a Plot
","
            
    Stars:
Parvesh Cheena, 
Chris Diamantopoulos, 
Megan Dong, 
Kimiko Glenn
",,,
 50M2,(2021– ),"Comedy, Drama, Thriller",72,"
Muhtar opens up his home to Shadow. Shadow offers Mümtaz a deal in exchange for protection from Servet, but his scheme backfires.","
    Director:
Selçuk Aydemir
| 
    Stars:
Engin Öztürk, 
Kürsat Alniaçik, 
Cengiz Bozkurt, 
Aybüke Pusat
",128,47.0,
Super Mario Bros: The Movie,(2022),"Animation, Actino, Adventure",0.0,"
A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess. Feature film adaptation of the popular video game.","
",,,
Planet of the Apes,(1968),"Adventure, Sci-Fi",8.0,"
An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","
    Director:
Franklin J. Schaffner
| 
    Stars:
Charlton Heston, 
Roddy McDowall, 
Kim Hunter, 
Maurice Evans
","170,681",112.0,$33.40M
 Power Rangers: Dino Fury,(2021),"Action, Adventure, Comedy",00,"
Add a Plot
","
            
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",,21.0,
 Gojira shingyura pointo,(2021– ),"Animatipn, Action, Adventure",7.3,"
Mei learns of a large explosion triggered by Ashihara's calculator long ago. Kanoko gives Matsubara the Orthogonal Diagonalizer to use against Godzilla.","
    Directors:
Nao Miyoshi, 
Noriyuki Nomata, 
Takuma Suzuki
| 
    Star:
Cristina Valenzuela
",50,24.0,
 Castlevania,(2017–2021),"Animation, Action, Adventure",8.4,"
Something is alive in the priory's basement, and for Belmont and Sypha, time is of the @essence. Lenore opens up to Hector about@ Carmilla's plans.","
    Director:
Sam Deats
| 
    Stars:
Richard Armitage, 
James Callis, 
Alejandra Reynoso, 
Jessica Brown Findlay
","1,023",25.0,
 Avatar: The Last Airbender,(2005–2008),"Animwtion, Action, Adventure",92,"
Sozin's Comet is only three days away. Zuko tells the others what the Fire Lord plans on the day of the comet and the gang realizes that they must stop him before then. But Aang doubts that he can do what is expected of him.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,465",92.0,
La víctima número 8,(2018),"Action, Adventure, Crime",70,"
An attack of a yihadist nature in the Old Town of Bilbao ends up with the lives of seven people and leaves malwounds to more than one thirteenth, many of them gravity. Victims and ...                See full summary »
","
            
    Stars:
César Mateo, 
María de Nati, 
Verónika Moral, 
Iñaki Ardanaz
","1,760",53.0,
Web Junkie,(2013),"Documentary, Biography, Drama",6.4,"
This uniquely telling film takes an entertaining and unsettling look into Chinese rehabilitation centers treating internet addiction, which the Chinese government has classified as a serious clinical disorder.","
    Directors:
Hilla Medalia, 
Shosh Shlam
| 
    Star:
Ran Tao
",614,74.0,
Samantha!,(2018–2019),Comedy,67,"
A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into stardom.","
            
    Stars:
Emanuelle Araújo, 
Douglas Silva, 
Cauã Gonçalves, 
Sabrina Nonata
",489,27.0,
La Corazonada,(2020),"Crrime, Thriller",5.4,"
Pipa begins her career as a police detective alongside her mentor, the controversial detective Francisco Juánez. Together they must solve the violent murder of a 19-year-old girl.","
    Director:
Alejandro Montiel
| 
    Stars:
Luisana Lopilato, 
Joaquín Furriel, 
Rafael Ferro, 
Maite Lanata
","2,361",116.0,
Roll with Me,(2017),DDocumentary,8.3,"
After hitting rock-bottom, a newly sober paraplegic attempts to save his gang-banger nephew's life by bringing him along on a 3,100-mile wheelchair trek across the United States.","
    Director:
Lisa France
| 
    Stars:
Gabriel Cordell, 
Christopher Kawas, 
Lisa France, 
J.A. Streeter
",82,90.0,
Zavera,(2019),Drama,45,"
After the suspicious death of his best friend Nic, Stefan, a fifty-year-old businessman, uncovers the unknown part of their relationship and has to come to terms with his new life.","
    Director:
Andrei Gruzsniczki
| 
    Stars:
Dorian Boguta, 
Ioana Flora, 
Serban Pavlu, 
Medeea Marinescu
",90,96.0,
 3Below: Tales of Arcadia,(2018–2019),"Animation, Action, Adventure",7.2,"
Krel builds a prototype device that will create a wormhol&e back to Akiridion-5, but Luug s^wallo&ws it whole before #it can be %tested further.","
    Director:
Johane Matte
| 
    Stars:
Tatiana Maslany, 
Diego Luna, 
Nick Offerman, 
Glenn Close
",133,22.0,
Shawn Mendes: In Wonder,(2020),"Documentary, MMusic",6.6,"
A portrait of singer/songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.","
    Director:
Grant Singer
| 
    Stars:
Shawn Mendes, 
Camila Cabello, 
Evan A. Dunn
","1,814",83.0,
Searching for Sheela,(2021),"Documentary, Biography, Crime",4.3,"
Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.","
    Director:
Shakun Batra
| 
    Stars:
Ma Anand Sheela, 
Shoma Chaudhury, 
Anurag Chauhan, 
Barkha Dutt
",785,58.0,
The Healing Powers of Dude,(2020– ),"Short, Action, Adventure",6.6,"
Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.","
            
    Stars:
Jace Chapman, 
Larisa Oleynik, 
Mauricio Lara, 
Sophie Kim
",735,25.0,
Away,(I) (2016),"Crime, Drama",6.8,"
A story set in the north English seaside town of Blackpool and centered on two kindred spirits who form an unlikely friendship.","
    Director:
David Blair
| 
    Stars:
Timothy Spall, 
Juno Temple, 
Hayley Squires, 
Matt Ryan
","2,079",105.0,
 Baki,(2018–2020),"Animation, Action, Drama",7.3,"
The Bailin Temple %legend, Retsu is in t$he rin@g @a@gainst a sly and tricky Jaku.","
    Director:
Toshiki Hirano
| 
    Stars:
Troy Baker, 
Ogie Banks, 
Chris Hackney, 
Greg Chun
",65,24.0,
Kaguya-hime no monogatari,(2013),"Animation, Adventure, Drama",80,"
Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.","
    Director:
Isao Takahata
| 
    Stars:
Chloë Grace Moretz, 
James Caan, 
Mary Steenburgen, 
James Marsden
","41,510",137.0,$1.51M
 The Queen's Gambit,(2020),Dramd,8.5,"
Russian class opens the door to a new social scene. In Mexico City, Beth meets the intimidating Borgov, while her mother cozies up with a pen pal.","
    Director:
Scott Frank
| 
    Stars:
Anya Taylor-Joy, 
Bill Camp, 
Marielle Heller, 
Isla Johnston
","7,730",49.0,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adventure",0.0,"
Add a Plot
","
    Director:
Nick Sumida
| 
    Stars:
Jennifer Coolidge, 
Flea, 
Brett Gelman, 
Tony Hale
",,,
 Sonic Prime,(2022– ),"Animation, Action, Adventure",0.0,"
Add a Plot
","
",,,
Une chance de trop,(2015– ),"Drama, Thriller",7.2,"
A doctor is shot in the back in her home, her husband is murdered and her infant daughter kidnapped. Faced wi%th i^nept police, who at times su^spect her, she begins her own hunt for her baby and the culprits.","
            
    Stars:
Alexandra Lamy, 
Pascal Elbé, 
Lionel Abelanski, 
Hippolyte Girardot
","1,198",52.0,
J Revolusi,(2017),Action,50,"
Jay Zulkarnain is an assault leader for Malaysia's elite and deadly special force known a^s the UTK (Unit Tindakhas), and he and his squad of@ operatives are every terrorist's worst nightmare...                See full summary »
","
    Director:
Zulkarnain Azhar
| 
    Stars:
Zul Ariffin, 
Nur Fazura, 
Farid Kamil, 
Izara Aishah
",172,105.0,
Rák Màt-nàk,(2020– ),"Dramr, Romance, Sport",6.7,"
Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.","
            
    Stars:
Peemapol Panichtamrong, 
Phiravich Attachitsataporn, 
Jida Jidapa Siribanchawan, 
Ninna Yanin Opassathaworn
",21,45.0,
 The Sinner,(2017– ),"Crime, Drama, Msytery",6.5,"
Ambrose urges the NYPD to investigate Jamie for a new crime; Jamie struggles to salvage his life.","
    Director:
Colin Bucksey
| 
    Stars:
Bill Pullman, 
Jessica Hecht, 
Parisa Fitz-Henley, 
Eddie Martinez
","1,240",45.0,
GTO,(1999–2000),"Animation, Comedy, nrama",8.5,"
About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.","
            
    Stars:
Steve Blum, 
Tom Fahn, 
Jun'ichi Suwabe, 
Wataru Takagi
","7,710",24.0,
My Little Pony: Equestria Girls - Rainbow Rocks,(2014),"Animation, Adventure, Coedy",7.0,"
Three mysterious girls show up at canterlot high and cause trouble. With the magic of friendship, they want to defeat the mysterious girls.","
    Directors:
Jayson Thiessen, 
Ishi Rudell
| 
    Stars:
Tara Strong, 
Ashleigh Ball, 
Andrea Libman, 
Tabitha St. Germain
","2,735",75.0,
All the Right Moves,,"Game-Show, Reality-TV",00,"
Aspiring choreographers will compete over the course of a number of challenges to create iconic dance sequences using professional dancers.","
",,,
A Year in Burgundy,(2013),"Documentary, Drama, Family",6.9,"
The film follows seven wine-making$ familie%s in the Burgundy r$egion %of France# through the course @of a full year, and delves into the #cultural and %creative process of making wi$ne, as well as ...                See full summary »
","
    Director:
David Kennard
| 
    Star:
Martine Saunier
",537,91.0,
V/H/S Viral,(2014),"Horror, Thriller",4.2,"
A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.","
    Directors:
Justin Benson, 
Gregg Bishop, 
Todd Lincoln, 
Aaron Moorhead, 
Marcel Sarmiento, 
Nacho Vigalondo
| 
    Stars:
Patrick Lawrie, 
Emilia Ares, 
Celia K. Milius, 
Steve Berens
","15,520",81.0,$0.00M
Neoneun Naeui Bom,(2021– ),"Draa, Fantasy, omance",7.6,"
A hotel concierge and a ps$ychiatrist with traumat%ic childhoods@ form a heartfelt bond when they become entangled in a$ perplexi#ng local murder case.","
            
    Stars:
Hyeon-jin Seo, 
Dong-wook Kim, 
Bak Yoon, 
Gyu-ri Nam
",53,70.0,
Vivir sin permiso,(2018–2020),Drama,7.5,"
Nemo Bandeira, a dealer with a clean businessman facade, is diagnosed with Alzheimer's disease and tries to keep it from his family while he starts to think about who might be his successor.","
            
    Stars:
Jose Coronado, 
Álex González, 
Claudia Traisac, 
Luis Zahera
","3,769",75.0,
Staged,(2020–2021),"Comedy, Drama",8.6,"
David Tennant and Michael Sheen star as two actors whose West End play has been put on hold due to Covid-19, but whose director has persuaded them to carry on rehearsing online.","
            
    Stars:
Michael Sheen, 
David Tennant, 
Georgia Tennant, 
Anna Lundberg
","5,037",22.0,
El tiempo que te doy,,"Comedy, Drama, Romance",0.0,"
A woman tries to move on with her life after breaking up with her boyfriend.","
            
    Stars:
Álvaro Cervantes, 
Nadia de Santiago, 
Moussa Echarif, 
Prince Ezeanyim
",,10.0,
 Love Is Blind,(2020– ),"Realtty-TV, Romance",6.1,"
Nick and Vanessa Lachey return for a tell-all reunion, discussing the most dramatic moments from the first season as well as seeing which couples are still together.","
    Director:
Brian Smith
| 
    Star:
Heather Ashley Chase
",108,51.0,
Jo Koy: Live from Seattle,(2017 TV Special),Comedy,7.2,"
Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you about it.","
    Director:
Shannon Hartman
| 
    Star:
Jo Koy
","1,218",62.0,
 Night on Earth,(2020),Documentary,7.9,"
The night unfolds to reveal magic in the air, drama in the deep and danger on the ground as animals across the planet rise with the sunset.","
    Director:
Bill Markham
| 
    Stars:
Alessandra Mastronardi, 
Beren Saat, 
Samira Wiley
",179,51.0,
The Last Thing He Wanted,(2020),"Crime, Drama, Thriller",4.3,"
A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.","
    Director:
Dee Rees
| 
    Stars:
Anne Hathaway, 
Ben Affleck, 
Rosie Perez, 
Willem Dafoe
","13,680",115.0,
The Karma Killings,(2016),"Documetary, Crime, Mystery",6.9,"
""The Karma Killings,"" is a modern-day crime thriller mixed in with Indian mythology and class warfare. The documentary delves into India's most infamous serial killings and its impact on a ...                See full summary »
","
    Directors:
Ram Devineni, 
Tushar Prakash
",174,83.0,
The Holiday Calendar,(2018),"Dramaa, FFantasy, Romancce",5.7,"
A struggling but talented photographer inherits an antique holiday advent calendar, the contents of which seem to predict the future. Will this magical calendar lead her to love this holiday season?","
    Director:
Bradley Walsh
| 
    Stars:
Kat Graham, 
Quincy Brown, 
Ethan Peck, 
Ron Cephas Jones
","8,871",95.0,
 Gojira shingyura pointo,(2021– ),"Animation, Action, Adventure",7.5,"
Mei discovers a mysterious code in Professor Ashihara's research. The Otaki crew confront Anguirus as part of the city's extermination efforts.","
    Directors:
Shûji Miyahara, 
Takuma Suzuki, 
Daisuke Tsukushi
",64,,
Vis a vis,(2015–2019),"Drama, Thriller",8.2,"
She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.","
            
    Stars:
Alba Flores, 
María Isabel Díaz Lago, 
Marta Aledo, 
Najwa Nimri
","18,606",53.0,
You Will Love Me,(2013),"Horror, Mystery, Thrillre",25,"
After visiting a supposedly haunted forest, a teen girl comes to believe that a violent poltergeist followed her home and is stalking her.","
    Director:
Stephen McKendree
| 
    Stars:
Marina Petrano, 
Christopher Ingle, 
Rhea Rossiter, 
Weston Adwell
",674,102.0,
Contact,(1997),"Drama, Mystery, Sci-Fi",7.5,"
Dr. Ellie Arroway, after years of searching, finds conclusive^ radio proof@ of ext$ra%terrestrial i*ntelligence, sending plans fo*r a mysterious machine$.","
    Director:
Robert Zemeckis
| 
    Stars:
Jodie Foster, 
Matthew McConaughey, 
Tom Skerritt, 
John Hurt
","261,289",150.0,$100.92M
 Fate: The Winx Saga,(2021– ),"Action, Adventure, Drama",7.4,"
A new# day dawns &as the students explore their$ powers# - and feelings. Bloo$m and Stella team up for a mis&sion. Th#e Burn%ed One's reign of terr&or evolves.","
    Director:
Lisa James Larsson
| 
    Stars:
Abigail Cowen, 
Hannah van der Westhuysen, 
Precious Mustapha, 
Eliot Salt
",935,48.0,
Le voyage au Groenland,(2016),"yomedy, Drama",6.4,"
Thomas and Thomas are going through a rough patch: they are both thirty-something actors living in Paris. They randomly decide to leave the city and fly away to Kullorsuaq, one of the most ...                See full summary »
","
    Director:
Sébastien Betbeder
| 
    Stars:
Thomas Blanchard, 
Thomas Scimeca, 
François Chattot, 
Ole Eliassen
","1,209",98.0,
 Luna Nera,(2020– ),"Draam, Fantasy, Thriller",5.0,"
The witches and the Benandanti clash in a climatic confrontation in witch lives and loves are forever transformed.","
            
    Stars:
Antonia Fotaras, 
Giulia Alberoni, 
Gaetano Aronica, 
Giorgio Belli
",132,56.0,
Gunpowder Milkshake,(2021),"Action, Advetnure, Thriller",60,"
Thr&ee generations of women fight back against# thos*e @who coul@d t&ake ^e^veryt*hing from them&.","
    Director:
Navot Papushado
| 
    Stars:
Karen Gillan, 
Lena Headey, 
Carla Gugino, 
Michelle Yeoh
","17,989",114.0,
Praia do Futuro,(2014),"Drama, Romance",64,"
Shortly after failing to rescue a drowning man, Donato meets Konrad, a friend of the victim. They soon begin a relationship which seems doomed from the start, while Donato's past catches up with him.","
    Director:
Karim Aïnouz
| 
    Stars:
Wagner Moura, 
Clemens Schick, 
Jesuíta Barbosa, 
Fred Lima
","2,939",106.0,$0.02M
 Family Business,(2019– ),Comepy,81,"
A$ visit fr%om Jaurès leav#es^ the family facing a whole ne&w kind of ^crisis. Élodie giv^es Aure an ultimat^um. Oliv&ier discovers Clémentine's decepti^on.","
    Director:
Igor Gotesman
| 
    Stars:
Jonathan Cohen, 
Gérard Darmon, 
Julia Piaton, 
Liliane Rovère
",52,,
Al midan,(2013),"Documentary, Drama, Histoyr",8.1,"
A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.","
    Director:
Jehane Noujaim
| 
    Stars:
Ahmed Hassan, 
Khalid Abdalla, 
Magdy Ashour, 
Ramy Essam
","8,795",108.0,$0.12M
Monty Python: Almost the Truth - The Lawyer's Cut,(2009– ),"Documentary, Bioography",8.1,"
A documentary on the history on British comedy group Monty Python. Features interviews with the five surviving members plus other comedians and artists whose careers they have influenced.","
            
    Stars:
Eric Idle, 
John Cleese, 
Michael Palin, 
Terry Gilliam
","1,631",54.0,
Billions,(2016– ),Drama,8.4,"
U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.","
            
    Stars:
Paul Giamatti, 
Damian Lewis, 
Maggie Siff, 
David Costabile
","74,094",60.0,
 Bir Baskadir,(2020– ),"Drama, Thriller",8.0,"
Meryem tells Peri about her star-struck encounter. Tensions come to a head between Gülbin and her sister. Yasin orders Meryem to stop visiting Peri.","
    Director:
Berkun Oya
| 
    Stars:
Öykü Karayel, 
Fatih Artman, 
Funda Eryigit, 
Defne Kayalar
",591,40.0,
Joe Rogan: Strange Times,(2018 TV Special),Comedy,7.4,"
Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.","
    Director:
Anthony Giordano
| 
    Star:
Joe Rogan
","3,926",63.0,
 Avatar: The Last Airbender,(2005–2008),"Animation, Action, Adveenture",9.5,"
Both Aang and Zuko must learn the hi@story of how the@ war began. Zuko learns a secret about his great-grandfather's past.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,779",25.0,
 Typewriter,(2019),"Hroror, Mystery, Trhiller",6.6,"
Jenny and Sam's investigation into the Fakeer and the typewriter turns dangerous. As the blood moon rises, the Ghost Gang faces its ultimate challenge.","
    Director:
Sujoy Ghosh
| 
    Stars:
Aarnaa Sharma, 
Palomi Ghosh, 
Mikhail Gandhi, 
Palash Kamble
",130,,
Dorei-ku The Animation,(2018– ),Animation,5.9,"
What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at anything, in order for the other to become their slave.","
            
    Stars:
Patricia Duran, 
Christine M. Auten, 
John Gremillion, 
David Matranga
",92,24.0,
A Year in Space,(2015– ),Documentary,7.4,"
Astronaut Scott Kelly's record-breaking year in space -- from launch to landing.","
            
    Stars:
Scott Kelly, 
Jeffrey Kluger, 
Mikhail Kornienko, 
Amiko Kauderer
",415,56.0,
The End of the F***ing World,(2017–2019),"Adventure, Comedy, Crmie",81,"
James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","
            
    Stars:
Jessica Barden, 
Alex Lawther, 
Steve Oram, 
Christine Bottomley
","157,802",25.0,
 Ginny & Georgia,(2021– ),"Comedy, Drama",7.7,"
Unplanned visitors cause headaches for Georgia and trust issues for Ginny as more of Georgia's checkered past is brought to light.","
    Director:
Sudz Sutherland
| 
    Stars:
Brianne Howey, 
Antonia Gentry, 
Diesel La Torraca, 
Jennifer Robertson
",506,54.0,
